date,mxf_dealer_long_oi,mxf_dealer_short_oi,mxf_dealer_net_oi,mxf_foreigner_long_oi,mxf_foreigner_short_oi,mxf_foreigner_net_oi,mxf_trust_long_oi,mxf_trust_short_oi,mxf_trust_net_oi,mxf_long_oi,mxf_short_oi,mxf_net_oi
2016-06-22,10644,8291,2353,2109,848,1261,724,120,604,13477,9259,4218
2016-06-23,10396,8427,1969,1774,852,922,733,120,613,12903,9399,3504
2016-06-24,13467,16610,-3143,1717,788,929,747,120,627,15931,17518,-1587
2016-06-27,14607,14043,564,1934,763,1171,757,130,627,17298,14936,2362
2016-06-28,15107,14196,911,2183,752,1431,757,130,627,18047,15078,2969
2016-06-29,12242,10353,1889,2388,759,1629,757,370,387,15387,11482,3905
2016-06-30,16764,10471,6293,2322,741,1581,757,370,387,19843,11582,8261
2016-07-01,19989,12372,7617,2515,940,1575,767,380,387,23271,13692,9579
2016-07-04,18988,12493,6495,2031,742,1289,772,468,304,21791,13703,8088
2016-07-05,20389,13164,7225,2336,754,1582,778,510,268,23503,14428,9075
2016-07-06,13629,10802,2827,1868,838,1030,770,500,270,16267,12140,4127
2016-07-07,15781,10734,5047,3024,795,2229,770,500,270,19575,12029,7546
2016-07-11,16786,12446,4340,2777,770,2007,771,500,271,20334,13716,6618
2016-07-12,18543,12838,5705,2873,725,2148,774,500,274,22190,14063,8127
2016-07-13,18279,10814,7465,3116,707,2409,764,490,274,22159,12011,10148
2016-07-14,19108,11344,7764,2956,725,2231,717,495,222,22781,12564,10217
2016-07-15,20911,12916,7995,3239,690,2549,719,495,224,24869,14101,10768
2016-07-18,19923,13225,6698,3141,987,2154,540,495,45,23604,14707,8897
2016-07-19,19965,12544,7421,3211,1241,1970,829,495,334,24005,14280,9725
2016-07-20,9988,5607,4381,2850,680,2170,681,335,346,13519,6622,6897
2016-07-21,10467,5666,4801,3030,686,2344,659,335,324,14156,6687,7469
2016-07-22,9049,6083,2966,2916,1096,1820,659,335,324,12624,7514,5110
2016-07-25,10070,7346,2724,2833,1126,1707,659,335,324,13562,8807,4755
2016-07-26,11542,6579,4963,3149,705,2444,659,335,324,15350,7619,7731
2016-07-27,10778,8003,2775,2856,1049,1807,674,350,324,14308,9402,4906
2016-07-28,11700,7793,3907,3054,938,2116,676,350,326,15430,9081,6349
2016-07-29,12209,9716,2493,2800,1568,1232,676,350,326,15685,11634,4051
2016-08-01,15906,8946,6960,3236,1452,1784,509,350,159,19651,10748,8903
2016-08-02,14448,9905,4543,2843,1880,963,543,470,73,17834,12255,5579
2016-08-03,14301,10398,3903,3305,1990,1315,511,470,41,18117,12858,5259
2016-08-04,16394,10183,6211,2827,1498,1329,271,664,-393,19492,12345,7147
2016-08-05,17300,11055,6245,3357,1188,2169,256,649,-393,20913,12892,8021
2016-08-08,17279,12842,4437,2553,1492,1061,142,857,-715,19974,15191,4783
2016-08-09,17514,12743,4771,2558,1478,1080,142,857,-715,20214,15078,5136
2016-08-10,18792,11975,6817,2592,1133,1459,91,807,-716,21475,13915,7560
2016-08-11,17661,13019,4642,2632,1512,1120,75,792,-717,20368,15323,5045
2016-08-12,19732,13765,5967,2638,1097,1541,73,788,-715,22443,15650,6793
2016-08-15,19479,13299,6180,2493,1427,1066,73,788,-715,22045,15514,6531
2016-08-16,18059,15454,2605,2532,2045,487,73,506,-433,20664,18005,2659
2016-08-17,8718,5725,2993,469,824,-355,751,26,725,9938,6575,3363
2016-08-18,11572,6070,5502,1003,818,185,751,26,725,13326,6914,6412
2016-08-19,10057,8505,1552,299,1708,-1409,750,26,724,11106,10239,867
2016-08-22,11303,8578,2725,424,1444,-1020,750,26,724,12477,10048,2429
2016-08-23,15339,7999,7340,1278,1029,249,750,26,724,17367,9054,8313
2016-08-24,11959,6626,5333,732,1081,-349,750,26,724,13441,7733,5708
2016-08-25,19463,7632,11831,1843,1054,789,750,26,724,22056,8712,13344
2016-08-26,18498,8205,10293,956,1083,-127,742,26,716,20196,9314,10882
2016-08-29,17373,8817,8556,993,1222,-229,832,26,806,19198,10065,9133
2016-08-30,16310,9326,6984,1095,1295,-200,832,26,806,18237,10647,7590
2016-08-31,13067,7553,5514,853,1470,-617,785,26,759,14705,9049,5656
2016-09-01,12498,7602,4896,908,1627,-719,791,26,765,14197,9255,4942
2016-09-02,13468,7808,5660,1075,1533,-458,791,26,765,15334,9367,5967
2016-09-05,18701,8130,10571,2281,1506,775,793,26,767,21775,9662,12113
2016-09-06,20710,9167,11543,2943,1525,1418,793,26,767,24446,10718,13728
2016-09-07,22452,9518,12934,3304,1536,1768,793,32,761,26549,11086,15463
2016-09-08,20474,9719,10755,2594,1532,1062,793,32,761,23861,11283,12578
2016-09-09,14353,9642,4711,1587,1511,76,786,32,754,16726,11185,5541
2016-09-10,13652,10397,3255,1564,1533,31,786,32,754,16002,11962,4040
2016-09-12,11433,10703,730,1219,2299,-1080,786,32,754,13438,13034,404
2016-09-13,12190,10922,1268,1282,2047,-765,784,32,752,14256,13001,1255
2016-09-14,12463,11404,1059,1187,2396,-1209,783,32,751,14433,13832,601
2016-09-19,19325,11167,8158,2108,1910,198,783,32,751,22216,13109,9107
2016-09-20,16309,8493,7816,1953,2157,-204,784,33,751,19046,10683,8363
2016-09-21,10569,2369,8200,1155,1460,-305,556,29,527,12280,3858,8422
2016-09-22,11381,3851,7530,1376,1479,-103,760,29,731,13517,5359,8158
2016-09-23,12367,2957,9410,1816,1476,340,760,269,491,14943,4702,10241
2016-09-26,12000,4646,7354,1168,1479,-311,760,269,491,13928,6394,7534
2016-09-29,12977,5846,7131,2024,1531,493,760,269,491,15761,7646,8115
2016-09-30,13005,8725,4280,1002,1713,-711,760,269,491,14767,10707,4060
2016-10-03,13546,8793,4753,1143,1500,-357,760,269,491,15449,10562,4887
2016-10-04,15144,7399,7745,2030,1539,491,760,269,491,17934,9207,8727
2016-10-05,15643,8548,7095,2125,1629,496,760,269,491,18528,10446,8082
2016-10-06,16286,8972,7314,2343,1640,703,760,269,491,19389,10881,8508
2016-10-07,16171,9274,6897,2197,1676,521,756,269,487,19124,11219,7905
2016-10-11,17557,14560,2997,1658,1887,-229,745,269,476,19960,16716,3244
2016-10-12,20837,10493,10344,2720,1879,841,745,269,476,24302,12641,11661
2016-10-13,20086,14117,5969,2046,2015,31,157,266,-109,22289,16398,5891
2016-10-14,20816,16863,3953,1720,1988,-268,157,266,-109,22693,19117,3576
2016-10-17,21389,14858,6531,2007,1989,18,157,266,-109,23553,17113,6440
2016-10-18,24215,13201,11014,2221,1997,224,157,266,-109,26593,15464,11129
2016-10-19,17104,3895,13209,1507,1740,-233,427,0,427,19038,5635,13403
2016-10-20,17871,3766,14105,1716,1756,-40,427,0,427,20014,5522,14492
2016-10-21,17666,4407,13259,1663,1768,-105,652,0,652,19981,6175,13806
2016-10-24,18557,4801,13756,1972,1748,224,652,0,652,21181,6549,14632
2016-10-25,18376,5523,12853,2906,1603,1303,652,0,652,21934,7126,14808
2016-10-26,15427,6468,8959,1472,1540,-68,652,0,652,17551,8008,9543
2016-10-27,14359,7407,6952,1143,1530,-387,292,0,292,15794,8937,6857
2016-10-28,11766,7632,4134,949,1526,-577,292,0,292,13007,9158,3849
2016-10-31,12055,8153,3902,1603,1495,108,67,0,67,13725,9648,4077
2016-11-01,12872,8425,4447,1599,1505,94,67,0,67,14538,9930,4608
2016-11-02,11483,12500,-1017,1184,1741,-557,67,180,-113,12734,14421,-1687
2016-11-03,11658,15253,-3595,447,2382,-1935,67,360,-293,12172,17995,-5823
2016-11-04,11511,15516,-4005,518,2306,-1788,67,360,-293,12096,18182,-6086
2016-11-07,10208,9866,342,2336,2151,185,67,765,-698,12611,12782,-171
2016-11-08,10550,8607,1943,2779,1915,864,67,585,-518,13396,11107,2289
2016-11-09,10684,15889,-5205,1607,2110,-503,67,0,67,12358,17999,-5641
2016-11-10,11603,11176,427,2642,1757,885,247,0,247,14492,12933,1559
2016-11-11,8971,17673,-8702,1944,2266,-322,67,0,67,10982,19939,-8957
2016-11-14,9122,18082,-8960,1916,2689,-773,67,0,67,11105,20771,-9666
2016-11-15,5054,12613,-7559,1521,2353,-832,71,28,43,6646,14994,-8348
2016-11-16,2897,5832,-2935,560,1315,-755,355,0,355,3812,7147,-3335
2016-11-17,3282,5222,-1940,1010,1397,-387,760,0,760,5052,6619,-1567
2016-11-18,3445,4066,-621,1511,1341,170,760,0,760,5716,5407,309
2016-11-21,3771,3318,453,2082,1237,845,760,0,760,6613,4555,2058
2016-11-22,8021,1498,6523,3141,1172,1969,760,0,760,11922,2670,9252
2016-11-23,8690,1408,7282,3246,1252,1994,760,0,760,12696,2660,10036
2016-11-24,7074,1367,5707,2419,1119,1300,760,0,760,10253,2486,7767
2016-11-25,6629,1129,5500,2760,1128,1632,760,0,760,10149,2257,7892
2016-11-28,8361,1045,7316,4069,1135,2934,355,0,355,12785,2180,10605
2016-11-29,7306,787,6519,3485,1132,2353,670,0,670,11461,1919,9542
2016-11-30,7248,871,6377,3768,1103,2665,670,0,670,11686,1974,9712
2016-12-01,8115,1170,6945,4480,1232,3248,670,0,670,13265,2402,10863
2016-12-02,5817,2426,3391,2626,1350,1276,670,0,670,9113,3776,5337
2016-12-05,5858,3027,2831,2861,1261,1600,670,0,670,9389,4288,5101
2016-12-06,9860,3150,6710,4829,1331,3498,670,0,670,15359,4481,10878
2016-12-07,7733,2094,5639,4295,1290,3005,670,0,670,12698,3384,9314
2016-12-08,11194,2624,8570,4817,1215,3602,670,0,670,16681,3839,12842
2016-12-09,12751,2951,9800,4961,1209,3752,670,0,670,18382,4160,14222
2016-12-12,9113,937,8176,4191,1194,2997,355,0,355,13659,2131,11528
2016-12-13,10364,937,9427,4019,1195,2824,355,0,355,14738,2132,12606
2016-12-14,10612,1240,9372,3541,1195,2346,355,0,355,14508,2435,12073
2016-12-15,9670,1947,7723,3452,1210,2242,23,28,-5,13145,3185,9960
2016-12-16,7173,3140,4033,2360,1454,906,23,343,-320,9556,4937,4619
2016-12-19,6260,4816,1444,1491,1185,306,23,343,-320,7774,6344,1430
2016-12-20,6452,5273,1179,1529,1446,83,23,28,-5,8004,6747,1257
2016-12-21,3515,1327,2188,817,1268,-451,23,315,-292,4355,2910,1445
2016-12-22,3223,4564,-1341,516,2129,-1613,23,315,-292,3762,7008,-3246
2016-12-23,2990,5598,-2608,496,2437,-1941,23,630,-607,3509,8665,-5156
2016-12-26,3035,5521,-2486,489,2535,-2046,23,630,-607,3547,8686,-5139
2016-12-27,2960,5803,-2843,491,2823,-2332,23,630,-607,3474,9256,-5782
2016-12-28,5109,3834,1275,569,1780,-1211,23,315,-292,5701,5929,-228
2016-12-29,4897,3812,1085,603,1973,-1370,23,315,-292,5523,6100,-577
2016-12-30,6826,3178,3648,787,1383,-596,23,630,-607,7636,5191,2445
2017-01-03,6910,3142,3768,1298,1530,-232,23,630,-607,8231,5302,2929
2017-01-04,6493,4585,1908,1338,1558,-220,23,315,-292,7854,6458,1396
2017-01-05,11413,3503,7910,3495,1561,1934,338,0,338,15246,5064,10182
2017-01-06,11743,3383,8360,3282,1569,1713,338,0,338,15363,4952,10411
2017-01-09,10768,2652,8116,3196,1650,1546,338,0,338,14302,4302,10000
2017-01-10,10250,2810,7440,3683,1834,1849,338,0,338,14271,4644,9627
2017-01-11,9896,3199,6697,3592,1907,1685,338,0,338,13826,5106,8720
2017-01-12,14953,4637,10316,5192,1907,3285,338,0,338,20483,6544,13939
2017-01-13,12576,3490,9086,3572,1943,1629,23,0,23,16171,5433,10738
2017-01-16,9774,3687,6087,1904,2104,-200,23,0,23,11701,5791,5910
2017-01-17,12183,2020,10163,2803,2038,765,23,0,23,15009,4058,10951
2017-01-18,9200,1607,7593,1526,1252,274,23,0,23,10749,2859,7890
2017-01-19,9646,2024,7622,1702,1219,483,21,0,21,11369,3243,8126
2017-01-20,10114,1775,8339,2603,1199,1404,21,0,21,12738,2974,9764
2017-01-23,13549,2134,11415,3099,1148,1951,21,0,21,16669,3282,13387
2017-01-24,14726,2721,12005,3076,1135,1941,21,0,21,17823,3856,13967
2017-02-02,12525,3258,9267,2567,1298,1269,21,0,21,15113,4556,10557
2017-02-03,15057,3360,11697,2888,1204,1684,21,0,21,17966,4564,13402
2017-02-06,18190,4125,14065,3571,1202,2369,246,0,246,22007,5327,16680
2017-02-07,19310,3993,15317,3724,1201,2523,246,0,246,23280,5194,18086
2017-02-08,17602,3126,14476,3639,1461,2178,471,0,471,21712,4587,17125
2017-02-09,19942,1905,18037,4601,1475,3126,471,0,471,25014,3380,21634
2017-02-10,19979,1917,18062,4462,1473,2989,471,0,471,24912,3390,21522
2017-02-13,20104,2231,17873,4520,1412,3108,489,18,471,25113,3661,21452
2017-02-14,17133,1835,15298,3983,1538,2445,264,18,246,21380,3391,17989
2017-02-15,12830,897,11933,2498,1211,1287,246,0,246,15574,2108,13466
2017-02-16,9631,4212,5419,2298,2080,218,471,0,471,12400,6292,6108
2017-02-17,9500,4804,4696,2551,2066,485,751,0,751,12802,6870,5932
2017-02-18,9683,4768,4915,2604,2046,558,526,0,526,12813,6814,5999
2017-02-20,10147,5517,4630,2490,2818,-328,751,0,751,13388,8335,5053
2017-02-21,10649,6147,4502,2520,3554,-1034,751,0,751,13920,9701,4219
2017-02-22,10711,6757,3954,2333,4582,-2249,526,0,526,13570,11339,2231
2017-02-23,11369,6198,5171,2308,3672,-1364,526,50,476,14203,9920,4283
2017-02-24,11522,6944,4578,2218,3594,-1376,301,50,251,14041,10588,3453
2017-03-01,9851,9124,727,2083,6071,-3988,301,50,251,12235,15245,-3010
2017-03-02,9500,10833,-1333,2396,6415,-4019,301,50,251,12197,17298,-5101
2017-03-03,8863,11602,-2739,2307,6687,-4380,301,50,251,11471,18339,-6868
2017-03-06,9621,10594,-973,2435,5183,-2748,301,275,26,12357,16052,-3695
2017-03-07,10453,10808,-355,2354,5098,-2744,329,500,-171,13136,16406,-3270
2017-03-08,11142,10478,664,2225,4500,-2275,331,500,-169,13698,15478,-1780
2017-03-09,9256,14023,-4767,1835,7052,-5217,331,500,-169,11422,21575,-10153
2017-03-10,8531,14318,-5787,1889,7370,-5481,331,450,-119,10751,22138,-11387
2017-03-13,9568,12766,-3198,1853,6265,-4412,386,450,-64,11807,19481,-7674
2017-03-14,12994,10997,1997,2198,5702,-3504,382,300,82,15574,16999,-1425
2017-03-15,7138,1837,5301,883,1823,-940,102,300,-198,8123,3960,4163
2017-03-16,10661,2281,8380,2171,1434,737,102,300,-198,12934,4015,8919
2017-03-17,10991,2155,8836,2486,1420,1066,102,300,-198,13579,3875,9704
2017-03-20,9951,2241,7710,2763,1412,1351,102,300,-198,12816,3953,8863
2017-03-21,9926,2152,7774,3355,1417,1938,102,300,-198,13383,3869,9514
2017-03-22,6955,2530,4425,2848,1366,1482,102,150,-48,9905,4046,5859
2017-03-23,7561,4300,3261,2873,1324,1549,252,0,252,10686,5624,5062
2017-03-24,7724,3626,4098,3009,1339,1670,252,0,252,10985,4965,6020
2017-03-27,6793,4067,2726,3200,1363,1837,252,0,252,10245,5430,4815
2017-03-28,6233,4149,2084,2288,1403,885,252,0,252,8773,5552,3221
2017-03-29,5475,4663,812,1578,1394,184,102,0,102,7155,6057,1098
2017-03-30,5753,4967,786,2101,1439,662,106,0,106,7960,6406,1554
2017-03-31,5340,6498,-1158,1783,1566,217,106,0,106,7229,8064,-835
2017-04-05,11920,4106,7814,3490,1694,1796,51,0,51,15461,5800,9661
2017-04-06,8119,4550,3569,1674,1868,-194,51,0,51,9844,6418,3426
2017-04-07,6611,5717,894,1721,2530,-809,51,0,51,8383,8247,136
2017-04-10,6904,5539,1365,1768,2369,-601,51,0,51,8723,7908,815
2017-04-11,7426,8869,-1443,1972,3439,-1467,51,0,51,9449,12308,-2859
2017-04-12,7294,7522,-228,2559,3473,-914,51,0,51,9904,10995,-1091
2017-04-13,10180,7299,2881,2747,2954,-207,51,0,51,12978,10253,2725
2017-04-14,7442,10677,-3235,2463,4305,-1842,51,0,51,9956,14982,-5026
2017-04-17,8922,11434,-2512,2409,3821,-1412,51,0,51,11382,15255,-3873
2017-04-18,9513,12647,-3134,2494,4394,-1900,51,0,51,12058,17041,-4983
2017-04-19,4934,12181,-7247,2337,1600,737,231,0,231,7502,13781,-6279
2017-04-20,4850,10976,-6126,2688,1254,1434,231,0,231,7769,12230,-4461
2017-04-21,7391,9653,-2262,3897,857,3040,51,0,51,11339,10510,829
2017-04-24,8932,11032,-2100,3640,878,2762,51,0,51,12623,11910,713
2017-04-25,12993,10170,2823,5379,734,4645,51,0,51,18423,10904,7519
2017-04-26,13339,10701,2638,5449,766,4683,51,0,51,18839,11467,7372
2017-04-27,13237,10409,2828,5253,899,4354,51,150,-99,18541,11458,7083
2017-04-28,14006,10353,3653,5490,778,4712,51,150,-99,19547,11281,8266
2017-05-02,17600,10118,7482,6044,639,5405,51,150,-99,23695,10907,12788
2017-05-03,17890,10143,7747,6053,455,5598,231,0,231,24174,10598,13576
2017-05-04,19184,9847,9337,6287,551,5736,231,0,231,25702,10398,15304
2017-05-05,15555,10633,4922,5295,558,4737,231,0,231,21081,11191,9890
2017-05-08,17605,11460,6145,6308,1168,5140,231,0,231,24144,12628,11516
2017-05-09,20273,11951,8322,6663,1150,5513,231,0,231,27167,13101,14066
2017-05-10,22895,11720,11175,6768,1132,5636,231,0,231,29894,12852,17042
2017-05-11,27755,11854,15901,7382,1313,6069,231,0,231,35368,13167,22201
2017-05-12,26536,10345,16191,7020,1295,5725,231,0,231,33787,11640,22147
2017-05-15,26765,8102,18663,6805,1285,5520,231,0,231,33801,9387,24414
2017-05-16,25806,9564,16242,6054,1303,4751,231,0,231,32091,10867,21224
2017-05-17,11710,5467,6243,1462,1212,250,231,0,231,13403,6679,6724
2017-05-18,14214,6939,7275,1798,1366,432,231,0,231,16243,8305,7938
2017-05-19,12595,6728,5867,1534,1653,-119,231,0,231,14360,8381,5979
2017-05-22,15031,6408,8623,1735,1353,382,231,0,231,16997,7761,9236
2017-05-23,18539,6055,12484,1984,1220,764,231,0,231,20754,7275,13479
2017-05-24,20676,6262,14414,1924,1182,742,231,0,231,22831,7444,15387
2017-05-25,25626,7001,18625,2811,1217,1594,51,0,51,28488,8218,20270
2017-05-26,23621,7321,16300,2028,1228,800,51,480,-429,25700,9029,16671
2017-05-31,19003,6956,12047,2356,3056,-700,50,480,-430,21409,10492,10917
2017-06-01,19713,6299,13414,2496,3164,-668,50,480,-430,22259,9943,12316
2017-06-02,21071,6398,14673,2519,2323,196,50,480,-430,23640,9201,14439
2017-06-03,22341,6941,15400,2539,2371,168,50,480,-430,24930,9792,15138
2017-06-05,24988,6831,18157,2283,1445,838,50,480,-430,27321,8756,18565
2017-06-06,23947,7021,16926,2305,1623,682,50,480,-430,26302,9124,17178
2017-06-07,24168,7042,17126,2230,1223,1007,50,480,-430,26448,8745,17703
2017-06-08,24453,6499,17954,2534,1274,1260,50,480,-430,27037,8253,18784
2017-06-09,23430,6956,16474,2144,1966,178,50,480,-430,25624,9402,16222
2017-06-12,20726,8092,12634,2508,2991,-483,50,480,-430,23284,11563,11721
2017-06-13,20689,8014,12675,2654,3156,-502,50,480,-430,23393,11650,11743
2017-06-14,17819,8981,8838,2223,4903,-2680,50,480,-430,20092,14364,5728
2017-06-15,18973,8335,10638,2248,5906,-3658,50,480,-430,21271,14721,6550
2017-06-16,20578,7594,12984,3035,4738,-1703,50,480,-430,23663,12812,10851
2017-06-19,23445,9153,14292,2605,3179,-574,50,480,-430,26100,12812,13288
2017-06-20,24253,8921,15332,2500,3248,-748,50,480,-430,26803,12649,14154
2017-06-21,10259,3248,7011,1864,1022,842,290,0,290,12413,4270,8143
2017-06-22,12023,3056,8967,2004,1057,947,290,0,290,14317,4113,10204
2017-06-23,11517,3733,7784,1770,1263,507,316,0,316,13603,4996,8607
2017-06-26,13787,4442,9345,2226,1071,1155,323,0,323,16336,5513,10823
2017-06-27,12940,5131,7809,2585,2596,-11,323,0,323,15848,7727,8121
2017-06-28,11197,5332,5865,2619,3519,-900,323,0,323,14139,8851,5288
2017-06-29,11136,5013,6123,2604,3526,-922,83,210,-127,13823,8749,5074
2017-06-30,10351,6232,4119,2532,3703,-1171,91,210,-119,12974,10145,2829
2017-07-03,11349,5669,5680,2565,3463,-898,97,210,-113,14011,9342,4669
2017-07-04,9486,7555,1931,2895,4801,-1906,97,210,-113,12478,12566,-88
2017-07-05,10750,5584,5166,3033,3329,-296,104,210,-106,13887,9123,4764
2017-07-06,8863,7287,1576,2487,5341,-2854,105,210,-105,11455,12838,-1383
2017-07-07,7517,8733,-1216,2498,6033,-3535,105,210,-105,10120,14976,-4856
2017-07-10,7373,8972,-1599,2363,5834,-3471,105,210,-105,9841,15016,-5175
2017-07-11,12967,7590,5377,2377,3660,-1283,114,226,-112,15458,11476,3982
2017-07-12,12122,7895,4227,2048,5067,-3019,130,226,-96,14300,13188,1112
2017-07-13,14322,6118,8204,2122,3585,-1463,131,226,-95,16575,9929,6646
2017-07-14,13970,6406,7564,2194,4383,-2189,134,226,-92,16298,11015,5283
2017-07-17,13474,6568,6906,2311,4638,-2327,145,226,-81,15930,11432,4498
2017-07-18,14342,6515,7827,2921,5337,-2416,148,226,-78,17411,12078,5333
2017-07-19,9198,4845,4353,2214,1194,1020,478,0,478,11890,6039,5851
2017-07-20,8504,4938,3566,2074,1638,436,458,0,458,11036,6576,4460
2017-07-21,7031,6218,813,2082,2711,-629,463,0,463,9576,8929,647
2017-07-24,7929,7079,850,2655,1672,983,463,0,463,11047,8751,2296
2017-07-25,7807,6840,967,2241,1860,381,466,0,466,10514,8700,1814
2017-07-26,7875,8118,-243,2266,2372,-106,469,0,469,10610,10490,120
2017-07-27,11033,7216,3817,3965,1065,2900,139,0,139,15137,8281,6856
2017-07-28,7933,9147,-1214,2198,2392,-194,135,210,-75,10266,11749,-1483
2017-07-31,8579,9475,-896,2292,1831,461,135,210,-75,11006,11516,-510
2017-08-01,8533,9845,-1312,2392,1276,1116,135,266,-131,11060,11387,-327
2017-08-02,11384,7359,4025,4395,1137,3258,139,266,-127,15918,8762,7156
2017-08-03,10643,7642,3001,3713,1150,2563,130,210,-80,14486,9002,5484
2017-08-04,12422,7067,5355,4368,1169,3199,130,210,-80,16920,8446,8474
2017-08-07,14484,7383,7101,5063,1147,3916,130,210,-80,19677,8740,10937
2017-08-08,13969,7770,6199,4689,1261,3428,130,210,-80,18788,9241,9547
2017-08-09,11900,10466,1434,3590,1240,2350,124,210,-86,15614,11916,3698
2017-08-10,7417,13152,-5735,1826,1502,324,122,210,-88,9365,14864,-5499
2017-08-11,7318,13338,-6020,1372,1312,60,116,210,-94,8806,14860,-6054
2017-08-14,5239,14874,-9635,2442,1587,855,116,210,-94,7797,16671,-8874
2017-08-15,6413,10331,-3918,2728,1499,1229,116,210,-94,9257,12040,-2783
2017-08-16,4527,10784,-6257,2422,433,1989,326,0,326,7275,11217,-3942
2017-08-17,8119,12408,-4289,4921,434,4487,326,0,326,13366,12842,524
2017-08-18,7592,12566,-4974,4607,472,4135,326,0,326,12525,13038,-513
2017-08-21,8364,12152,-3788,4805,492,4313,326,0,326,13495,12644,851
2017-08-22,10885,12363,-1478,6099,530,5569,326,0,326,17310,12893,4417
2017-08-23,10986,12912,-1926,5719,547,5172,322,0,322,17027,13459,3568
2017-08-24,16190,12030,4160,6316,527,5789,322,0,322,22828,12557,10271
2017-08-25,16817,11756,5061,6104,523,5581,322,0,322,23243,12279,10964
2017-08-28,16073,12397,3676,6340,457,5883,313,0,313,22726,12854,9872
2017-08-29,16027,12801,3226,5871,441,5430,313,0,313,22211,13242,8969
2017-08-30,16994,12413,4581,5433,412,5021,313,0,313,22740,12825,9915
2017-08-31,17144,12409,4735,5553,416,5137,310,0,310,23007,12825,10182
2017-09-01,17586,12123,5463,5832,461,5371,310,0,310,23728,12584,11144
2017-09-04,17837,12522,5315,5856,489,5367,310,0,310,24003,13011,10992
2017-09-05,18418,12938,5480,5217,587,4630,303,0,303,23938,13525,10413
2017-09-06,16698,14417,2281,3703,779,2924,303,0,303,20704,15196,5508
2017-09-07,15930,15385,545,3713,737,2976,303,0,303,19946,16122,3824
2017-09-08,19568,14710,4858,5894,706,5188,303,0,303,25765,15416,10349
2017-09-11,19021,15069,3952,4230,824,3406,304,0,304,23555,15893,7662
2017-09-12,18500,14664,3836,4518,834,3684,304,0,304,23322,15498,7824
2017-09-13,17159,17288,-129,3043,1476,1567,304,0,304,20506,18764,1742
2017-09-14,17758,17559,199,3641,1514,2127,301,0,301,21700,19073,2627
2017-09-15,20967,17113,3854,4421,1333,3088,301,0,301,25689,18446,7243
2017-09-18,22394,17556,4838,6004,1117,4887,301,0,301,28699,18673,10026
2017-09-19,20101,16464,3637,3455,1670,1785,301,0,301,23857,18134,5723
2017-09-20,6786,5978,808,1787,987,800,91,0,91,8664,6965,1699
2017-09-21,7693,3681,4012,2445,932,1513,91,0,91,10229,4613,5616
2017-09-22,8627,9417,-790,901,4352,-3451,91,0,91,9619,13769,-4150
2017-09-25,8875,11836,-2961,702,4004,-3302,91,0,91,9668,15840,-6172
2017-09-26,9064,13984,-4920,696,3731,-3035,91,0,91,9851,17715,-7864
2017-09-27,8782,11281,-2499,700,2952,-2252,91,0,91,9573,14233,-4660
2017-09-28,9088,11471,-2383,706,3353,-2647,91,0,91,9885,14824,-4939
2017-09-29,8804,11513,-2709,853,3218,-2365,91,0,91,9748,14731,-4983
2017-09-30,8176,8595,-419,891,2639,-1748,91,0,91,9158,11234,-2076
2017-10-02,9374,6320,3054,1449,2041,-592,91,0,91,10914,8361,2553
2017-10-03,10511,5362,5149,1007,1886,-879,91,0,91,11609,7248,4361
2017-10-05,11925,5551,6374,934,1651,-717,91,0,91,12950,7202,5748
2017-10-06,13519,5307,8212,1337,1098,239,181,0,181,15037,6405,8632
2017-10-11,17742,4791,12951,3132,1153,1979,181,0,181,21055,5944,15111
2017-10-12,21906,4449,17457,4054,1017,3037,181,0,181,26141,5466,20675
2017-10-13,23205,4277,18928,4395,1129,3266,181,0,181,27781,5406,22375
2017-10-16,23939,6591,17348,4708,1350,3358,181,0,181,28828,7941,20887
2017-10-17,23399,4555,18844,5181,1150,4031,91,0,91,28671,5705,22966
2017-10-18,14062,2345,11717,2159,274,1885,301,0,301,16522,2619,13903
2017-10-19,13806,2756,11050,2505,705,1800,301,0,301,16612,3461,13151
2017-10-20,13970,4028,9942,2699,770,1929,301,0,301,16970,4798,12172
2017-10-23,13827,4164,9663,3157,856,2301,301,0,301,17285,5020,12265
2017-10-24,13710,4000,9710,3274,1151,2123,301,0,301,17285,5151,12134
2017-10-25,12827,4671,8156,3059,1941,1118,301,0,301,16187,6612,9575
2017-10-26,12237,5060,7177,3489,2251,1238,301,0,301,16027,7311,8716
2017-10-27,11309,5775,5534,3130,2719,411,91,0,91,14530,8494,6036
2017-10-30,12428,6100,6328,3032,1848,1184,91,0,91,15551,7948,7603
2017-10-31,16402,5998,10404,2796,2355,441,91,0,91,19289,8353,10936
2017-11-01,16394,7593,8801,2333,2771,-438,91,0,91,18818,10364,8454
2017-11-02,15474,8937,6537,2546,3251,-705,91,0,91,18111,12188,5923
2017-11-03,16680,10158,6522,2360,3081,-721,91,0,91,19131,13239,5892
2017-11-06,16515,11317,5198,1292,3730,-2438,91,0,91,17898,15047,2851
2017-11-07,17515,10175,7340,2052,1940,112,91,0,91,19658,12115,7543
2017-11-08,17075,11873,5202,1832,3005,-1173,91,0,91,18998,14878,4120
2017-11-09,15090,13607,1483,1512,3032,-1520,91,0,91,16693,16639,54
2017-11-10,15472,12729,2743,1858,3064,-1206,91,0,91,17421,15793,1628
2017-11-13,14390,14387,3,3705,3509,196,91,0,91,18186,17896,290
