date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi,mxf_dealer_long_oi,mxf_dealer_short_oi,mxf_dealer_net_oi,mxf_foreigner_long_oi,mxf_foreigner_short_oi,mxf_foreigner_net_oi,mxf_trust_long_oi,mxf_trust_short_oi,mxf_trust_net_oi,mxf_long_oi,mxf_short_oi,mxf_net_oi,buy_top5_oi_call,buy_top5_percent_call,buy_top10_oi_call,buy_top10_percent_call,sell_top5_oi_call,sell_top5_percent_call,sell_top10_oi_call,sell_top10_percent_call,total_call,buy_top5_oi_put,buy_top5_percent_put,buy_top10_oi_put,buy_top10_percent_put,sell_top5_oi_put,sell_top5_percent_put,sell_top10_oi_put,sell_top10_percent_put,total_put,buy_top5_oi_future,buy_top5_percent_future,buy_top10_oi_future,buy_top10_percent_future,sell_top5_oi_future,sell_top5_percent_future,sell_top10_oi_future,sell_top10_percent_future,total_future,open,high,low,close,volume
2009-10-15,16649,6531,10118,20269,23270,-3001,2863,1911,952,39781,31712,8069,5146,1926,3220,641,351,290,0,3,-3,5787,2280,3507,113510,35.3,155989,48.5,93205,29.0,126330,39.3,321505,155155,36.5,209137,49.2,98996,23.3,146246,34.4,424853,23192,37.3,31935,51.3,15164,24.4,22647,36.4,62205,7774.0,7786.0,7690.0,7710.0,97453
2009-10-16,16481,6281,10200,19357,24088,-4731,2737,1731,1006,38575,32100,6475,4880,1866,3014,987,337,650,0,3,-3,5867,2206,3661,121342,35.5,170070,49.7,97348,28.5,133657,39.1,341963,158729,35.9,213778,48.4,102421,23.2,150900,34.2,441666,21332,34.8,30276,49.4,14422,23.6,22254,36.3,61226,7710.0,7732.0,7667.0,7694.0,75741
2009-10-19,17404,5910,11494,21176,23968,-2792,2731,1687,1044,41311,31565,9746,5006,1269,3737,1827,409,1418,0,14,-14,6833,1692,5141,125216,36.7,172981,50.7,98930,29.0,134459,39.4,341249,162596,35.3,220984,47.9,114269,24.8,165971,36.0,460886,21588,34.3,30953,49.2,13600,21.6,21135,33.6,62957,7649.0,7762.0,7625.0,7753.0,73626
2009-10-20,16038,6881,9157,21917,26427,-4510,2734,1652,1082,40689,34960,5729,4233,974,3259,976,313,663,0,14,-14,5209,1301,3908,125084,36.1,170830,49.3,94987,27.4,136703,39.4,346769,155917,33.2,219009,46.6,113854,24.2,167302,35.6,470162,20317,31.8,29271,45.8,14699,23.0,22739,35.6,63882,7792.0,7800.0,7731.0,7752.0,69904
2009-10-21,5435,2798,2637,14565,15920,-1355,2680,1688,992,22680,20406,2274,1274,1257,17,420,424,-4,0,14,-14,1694,1695,-1,68969,48.7,87857,62.0,45487,32.1,61173,43.2,141613,96337,51.6,123003,65.9,48069,25.7,66808,35.8,186714,12027,29.7,17423,43.1,9880,24.4,15774,39.0,40427,7743.0,7758.0,7660.0,7706.0,60536
2009-10-22,6268,3388,2880,14636,16398,-1762,1869,2044,-175,22773,21830,943,1924,2642,-718,41,776,-735,0,14,-14,1965,3432,-1467,78183,43.3,99451,55.1,49806,27.6,69668,38.6,180391,109396,48.0,143392,62.9,51252,22.5,74465,32.7,227899,11896,26.3,17041,37.6,10034,22.2,15771,34.8,45277,7609.0,7669.0,7524.0,7573.0,110014
2009-10-23,6062,3906,2156,15663,15825,-162,1861,1971,-110,23586,21702,1884,2323,1656,667,122,371,-249,0,14,-14,2445,2041,404,82639,41.4,107041,53.6,50974,25.5,70943,35.5,199628,110899,45.5,148412,60.8,53209,21.8,78999,32.4,243949,11348,24.9,17239,37.8,10448,22.9,16091,35.3,45566,7594.0,7632.0,7571.0,7596.0,62746
2009-10-26,5643,3751,1892,16975,15032,1943,1867,1983,-116,24485,20766,3719,2385,1006,1379,454,152,302,0,14,-14,2839,1172,1667,88063,39.7,115833,52.3,55035,24.8,81910,37.0,221664,110607,42.5,149553,57.5,57442,22.1,87137,33.5,260121,11147,24.8,17049,37.9,10727,23.8,16365,36.3,45033,7619.0,7765.0,7611.0,7643.0,83612
2009-10-27,5803,3388,2415,15315,14952,363,1866,2012,-146,22984,20352,2632,2485,2028,457,123,126,-3,0,14,-14,2608,2168,440,92304,37.8,121062,49.5,60655,24.8,92453,37.8,244484,116977,41.3,162152,57.3,59859,21.1,90260,31.9,283059,11268,25.2,16721,37.4,10826,24.2,16270,36.4,44752,7609.0,7647.0,7537.0,7644.0,90053
2009-10-28,5258,3945,1313,12374,18333,-5959,1583,2545,-962,19215,24823,-5608,3017,2773,244,36,1036,-1000,0,14,-14,3053,3823,-770,97307,36.2,126754,47.1,63460,23.6,96281,35.8,268949,126925,41.2,176721,57.3,63444,20.6,95561,31.0,308440,10420,21.3,15463,31.7,11683,23.9,17685,36.2,48853,7602.0,7650.0,7502.0,7508.0,115957
2009-10-29,4741,3981,760,11408,21066,-9658,1569,2110,-541,17718,27157,-9439,3540,3694,-154,102,1476,-1374,0,14,-14,3642,5184,-1542,102767,33.9,127220,42.0,71585,23.6,111650,36.8,303158,146742,45.6,193592,60.2,70671,22.0,101527,31.5,321810,9543,19.9,14270,29.7,11443,23.8,17555,36.5,48056,7360.0,7404.0,7205.0,7322.0,127331
2009-10-30,4395,4505,-110,13740,20486,-6746,1609,2224,-615,19744,27215,-7471,3843,2967,876,78,1647,-1569,0,14,-14,3921,4628,-707,107687,33.5,134381,41.8,79284,24.6,124748,38.8,321838,137975,41.6,187282,56.5,75167,22.7,108471,32.7,331498,9402,19.0,14916,30.1,11124,22.5,17348,35.0,49530,7375.0,7392.0,7278.0,7285.0,83450
2009-11-02,4761,5521,-760,16558,20261,-3703,1609,3413,-1804,22928,29195,-6267,3902,3625,277,140,612,-472,0,14,-14,4042,4251,-209,109611,32.1,139151,40.8,86217,25.3,132696,38.9,341122,135789,40.4,183888,54.7,72534,21.6,106315,31.6,336076,10396,19.7,16574,31.5,11992,22.8,18800,35.7,52651,7150.0,7295.0,7135.0,7278.0,91237
2009-11-03,5266,5453,-187,16679,20488,-3809,1829,3374,-1545,23774,29315,-5541,4453,4262,191,184,1268,-1084,0,14,-14,4637,5544,-907,110372,31.4,140671,40.1,88527,25.2,135832,38.7,351006,139305,40.1,187879,54.0,73164,21.0,108962,31.3,347731,11152,20.7,16985,31.5,11987,22.3,18891,35.1,53858,7278.0,7320.0,7253.0,7274.0,72941
2009-11-04,6955,5111,1844,17624,19950,-2326,1896,2686,-790,26475,27747,-1272,4226,3233,993,212,1424,-1212,0,14,-14,4438,4671,-233,111201,31.4,144653,40.8,88559,25.0,133358,37.6,354211,136719,38.3,182956,51.3,70303,19.7,108803,30.5,356601,12315,23.4,18373,34.8,11050,21.0,17801,33.8,52734,7315.0,7443.0,7308.0,7439.0,88160
2009-11-05,5606,4240,1366,18372,20517,-2145,1897,2480,-583,25875,27237,-1362,4411,3717,694,289,1672,-1383,0,14,-14,4700,5403,-703,119503,32.4,156566,42.4,91816,24.9,135991,36.8,369328,136981,36.2,183505,48.4,74038,19.5,114028,30.1,378796,11884,22.7,18079,34.6,10643,20.4,17394,33.3,52297,7409.0,7460.0,7375.0,7409.0,84857
2009-11-06,5804,4356,1448,18270,21947,-3677,1911,2331,-420,25985,28634,-2649,4909,3764,1145,327,1887,-1560,0,14,-14,5236,5665,-429,124138,32.6,164527,43.2,93331,24.5,139568,36.7,380648,141862,36.8,187063,48.5,77080,20.0,118277,30.7,385400,12091,23.2,18081,34.7,11183,21.5,17635,33.9,52061,7502.0,7524.0,7440.0,7478.0,75178
2009-11-09,7236,5104,2132,19452,23770,-4318,1916,2174,-258,28604,31048,-2444,5839,4100,1739,278,1777,-1499,0,14,-14,6117,5891,226,133417,33.9,180150,45.8,97827,24.9,145745,37.0,393607,148919,37.8,193508,49.1,80502,20.4,122585,31.1,393851,13193,24.5,19434,36.1,11668,21.6,19051,35.3,53908,7540.0,7576.0,7505.0,7549.0,73533
2009-11-10,8341,4844,3497,19067,24355,-5288,1844,2065,-221,29252,31264,-2012,6828,3830,2998,309,1966,-1657,0,14,-14,7137,5810,1327,137886,34.8,187430,47.3,93163,23.5,141947,35.8,396278,153126,37.8,200242,49.4,84344,20.8,129918,32.0,405480,14295,26.7,20567,38.4,11871,22.2,19602,36.6,53574,7630.0,7639.0,7572.0,7589.0,63116
2009-11-11,11305,4309,6996,19680,25295,-5615,1898,1771,127,32883,31375,1508,5289,4079,1210,315,1198,-883,0,14,-14,5604,5291,313,142589,35.6,193808,48.3,93042,23.2,140328,35.0,400855,159741,37.0,215061,49.9,88585,20.5,141545,32.8,431295,17104,30.8,23401,42.1,13245,23.8,20705,37.3,55560,7615.0,7683.0,7551.0,7681.0,101971
2009-11-12,11778,4277,7501,20140,25021,-4881,1907,2012,-105,33825,31310,2515,5251,3846,1405,164,1187,-1023,0,14,-14,5415,5047,368,146780,35.7,203551,49.5,95186,23.1,144312,35.1,411278,167453,37.7,224957,50.6,91349,20.6,148045,33.3,444301,18091,31.9,24339,42.9,13268,23.4,20332,35.9,56703,7695.0,7711.0,7665.0,7686.0,65745
2009-11-13,12757,4948,7809,19430,26230,-6800,1974,1692,282,34161,32870,1291,5751,4613,1138,158,1271,-1113,0,14,-14,5909,5898,11,154218,36.5,212311,50.3,94948,22.5,148490,35.2,422324,166598,36.9,226231,50.0,95618,21.2,152044,33.6,452046,18320,32.4,24863,44.0,13602,24.0,20833,36.8,56567,7660.0,7719.0,7627.0,7672.0,75594
2009-11-16,14486,5341,9145,24115,30354,-6239,1775,1574,201,40376,37269,3107,5386,3462,1924,228,875,-647,0,14,-14,5614,4351,1263,159583,38.3,219052,52.6,100781,24.2,151794,36.4,416828,166801,34.9,227716,47.7,110196,23.1,170390,35.7,477551,19958,32.0,27413,43.9,14611,23.4,22871,36.7,62400,7688.0,7808.0,7676.0,7806.0,83204
2009-11-17,13631,5889,7742,25555,33742,-8187,1486,1508,-22,40672,41139,-467,4614,3410,1204,236,1591,-1355,0,3,-3,4850,5004,-154,154899,38.6,222739,55.4,92322,23.0,149728,37.3,401704,163601,34.5,224059,47.3,102905,21.7,163806,34.6,473609,21303,33.5,28769,45.3,16436,25.9,25391,39.9,63576,7989.0,7997.0,7730.0,7735.0,120252
2009-11-18,6930,2770,4160,18130,23590,-5460,1551,1254,297,26611,27614,-1003,2255,556,1699,354,34,320,0,2,-2,2609,592,2017,90674,53.0,114193,66.7,46490,27.1,65633,38.3,171242,104850,47.0,137104,61.5,57024,25.6,81188,36.4,223104,11893,26.8,18501,41.8,13257,29.9,20765,46.9,44310,7788.0,7803.0,7750.0,7787.0,42101
2009-11-19,6522,3012,3510,17972,23597,-5625,1551,1450,101,26045,28059,-2014,2396,1416,980,622,123,499,0,2,-2,3018,1541,1477,91988,49.1,115974,61.9,41276,22.0,61796,33.0,187356,109955,43.5,145663,57.6,61820,24.4,88275,34.9,253051,11191,23.8,17552,37.4,13228,28.2,20359,43.4,46935,7756.0,7788.0,7700.0,7700.0,78989
2009-11-20,5509,3312,2197,17954,22684,-4730,1606,1534,72,25069,27530,-2461,2467,1557,910,253,29,224,0,2,-2,2720,1588,1132,95856,46.1,119601,57.6,41706,20.1,63984,30.8,207723,119174,43.9,156869,57.7,63581,23.4,87832,32.3,271711,10831,22.9,16641,35.2,12843,27.2,19452,41.2,47217,7672.0,7709.0,7606.0,7672.0,92058
2009-11-23,5069,3462,1607,17559,23223,-5664,1569,1523,46,24197,28208,-4011,2497,2460,37,353,66,287,0,2,-2,2850,2528,322,102809,45.6,128227,56.9,46009,20.4,70801,31.4,225436,121692,43.5,158942,56.9,62916,22.5,89061,31.9,279557,10812,22.3,16619,34.2,12938,26.7,19966,41.1,48526,7660.0,7694.0,7636.0,7691.0,49686
2009-11-24,5856,3452,2404,17460,23598,-6138,1561,1596,-35,24877,28646,-3769,2527,2697,-170,189,257,-68,0,2,-2,2716,2956,-240,102696,43.5,129037,54.6,47265,20.0,72921,30.9,236169,126196,43.1,164983,56.4,64865,22.2,91238,31.2,292477,11242,22.8,17459,35.4,12879,26.1,19946,40.4,49366,7693.0,7719.0,7677.0,7700.0,50194
2009-11-25,7285,3869,3416,17390,23409,-6019,1574,1254,320,26249,28532,-2283,2575,2384,191,361,52,309,0,2,-2,2936,2438,498,103119,42.2,130162,53.3,49515,20.3,77323,31.7,244233,128255,41.5,168503,54.5,67425,21.8,98402,31.8,309364,11937,24.4,18865,38.5,13357,27.3,20292,41.4,49000,7695.0,7785.0,7686.0,7776.0,81022
2009-11-26,7304,3616,3688,16822,24660,-7838,1565,1330,235,25691,29606,-3915,2461,2122,339,225,294,-69,0,2,-2,2686,2418,268,108715,41.9,137653,53.0,55199,21.3,84107,32.4,259744,135041,41.6,176578,54.4,70441,21.7,103738,31.9,324855,12072,23.3,18806,36.3,13509,26.1,20581,39.7,51857,7774.0,7825.0,7732.0,7743.0,75629
2009-11-27,5950,4482,1468,15908,25994,-10086,1462,1577,-115,23320,32053,-8733,2773,3487,-714,184,1396,-1212,0,3,-3,2957,4886,-1929,104215,37.2,135360,48.4,57077,20.4,89273,31.9,279899,139656,41.6,188589,56.2,71728,21.4,101902,30.4,335410,11606,22.0,17755,33.7,13599,25.8,21059,39.9,52725,7625.0,7630.0,7436.0,7440.0,109681
2009-11-30,7055,4286,2769,15974,24724,-8750,1530,1540,-10,24559,30550,-5991,2686,3113,-427,162,1433,-1271,0,3,-3,2848,4549,-1701,107272,36.7,138032,47.2,62441,21.3,95856,32.8,292486,140594,41.0,187794,54.8,69695,20.3,102162,29.8,342570,11465,21.9,17809,34.0,13499,25.8,21368,40.8,52351,7558.0,7592.0,7540.0,7557.0,59762
2009-12-01,7316,4237,3079,18604,23595,-4991,1533,1569,-36,27453,29401,-1948,2679,2502,177,181,565,-384,0,3,-3,2860,3070,-210,108144,36.1,141282,47.1,64746,21.6,99531,33.2,299779,141987,40.2,190804,54.0,72560,20.5,106564,30.2,353207,11877,22.1,18579,34.6,14297,26.6,21547,40.1,53727,7570.0,7670.0,7512.0,7639.0,90333
2009-12-02,8382,4431,3951,18660,24611,-5951,1551,1306,245,28593,30348,-1755,2789,2758,31,178,1015,-837,0,0,0,2967,3773,-806,108208,35.2,143323,46.6,69996,22.8,104651,34.0,307559,146557,40.1,192676,52.8,73947,20.3,113136,31.0,365100,13012,23.6,19777,35.9,14495,26.3,21923,39.8,55078,7675.0,7721.0,7655.0,7689.0,73228
2009-12-03,9080,4304,4776,18433,25315,-6882,1486,1334,152,28999,30953,-1954,2639,2637,2,162,1467,-1305,0,0,0,2801,4104,-1303,113670,35.3,150570,46.7,72345,22.5,108700,33.7,322185,146766,38.8,193472,51.1,72895,19.3,115935,30.6,378613,13744,24.2,20518,36.1,14477,25.5,22259,39.1,56882,7740.0,7757.0,7640.0,7697.0,80219
2009-12-04,9156,5109,4047,18496,25511,-7015,1530,1431,99,29182,32051,-2869,2646,3742,-1096,160,1212,-1052,0,0,0,2806,4954,-2148,115571,33.4,154328,44.7,77950,22.6,118500,34.3,345533,150538,37.8,197825,49.7,76228,19.2,123338,31.0,397881,13685,23.5,20606,35.4,14492,24.9,22956,39.5,58164,7677.0,7710.0,7590.0,7592.0,69102
2009-12-07,11706,4855,6851,19333,24485,-5152,1623,1296,327,32662,30636,2026,2745,2756,-11,191,717,-526,0,0,0,2936,3473,-537,128503,35.7,171090,47.5,83291,23.1,127385,35.4,360097,160201,39.2,207387,50.8,77203,18.9,127792,31.3,408278,14738,25.9,22306,39.2,14096,24.8,21308,37.5,56878,7649.0,7782.0,7616.0,7754.0,88669
2009-12-08,11991,5202,6789,18832,24930,-6098,1629,1266,363,32452,31398,1054,2992,3533,-541,175,1098,-923,0,0,0,3167,4631,-1464,128297,35.1,171418,46.9,84885,23.2,130450,35.7,365773,161416,38.8,211504,50.8,78839,18.9,129101,31.0,416244,14913,26.2,23269,40.8,14238,25.0,21933,38.5,56985,7750.0,7774.0,7710.0,7757.0,72028
2009-12-09,13246,5865,7381,19306,25587,-6281,1629,1176,453,34181,32628,1553,2837,3192,-355,313,773,-460,0,0,0,3150,3965,-815,129712,34.3,174583,46.1,88799,23.5,135309,35.7,378494,169695,39.0,223358,51.4,79872,18.4,130952,30.1,434862,15480,26.3,24403,41.4,14952,25.4,22710,38.6,58887,7719.0,7794.0,7706.0,7793.0,65111
2009-12-10,10309,5573,4736,21019,25721,-4702,1502,1471,31,32830,32765,65,2513,5148,-2635,166,1313,-1147,0,0,0,2679,6461,-3782,133931,34.4,182594,46.9,89889,23.1,140685,36.1,389508,171715,38.9,232019,52.6,83784,19.0,132681,30.1,441360,14642,24.5,23878,40.0,13617,22.8,21459,36.0,59647,7799.0,7807.0,7590.0,7639.0,128000
2009-12-11,11192,4905,6287,22791,24583,-1792,1473,1375,98,35456,30863,4593,3959,3423,536,255,1233,-978,0,0,0,4214,4656,-442,138398,35.7,185420,47.8,97668,25.2,139130,35.9,387910,181909,39.6,244470,53.2,88773,19.3,139890,30.4,459556,14878,24.9,24594,41.2,13364,22.4,20887,35.0,59759,7657.0,7793.0,7642.0,7792.0,94856
2009-12-14,11123,4690,6433,25370,26332,-962,1635,899,736,38128,31921,6207,3134,3524,-390,203,1032,-829,0,0,0,3337,4556,-1219,145024,36.8,195922,49.7,104258,26.5,141684,36.0,393947,188906,39.5,251751,52.7,99935,20.9,152840,32.0,478010,15555,25.6,25591,42.0,14337,23.6,22033,36.2,60868,7789.0,7845.0,7735.0,7831.0,97062
2009-12-15,12178,4483,7695,26574,29966,-3392,1530,920,610,40282,35369,4913,2833,3950,-1117,169,1532,-1363,0,0,0,3002,5482,-2480,153924,38.1,206691,51.1,112856,27.9,148439,36.7,404230,198561,40.0,266670,53.8,105591,21.3,159229,32.1,496117,18202,28.7,28031,44.2,15613,24.6,23312,36.8,63366,7840.0,7849.0,7781.0,7799.0,70162
2009-12-16,4246,3336,910,16502,15649,853,1660,882,778,22408,19867,2541,830,1130,-300,290,680,-390,0,0,0,1120,1810,-690,62741,42.3,86672,58.4,42488,28.6,54012,36.4,148484,104210,52.6,135530,68.5,58761,29.7,76845,38.8,197949,12857,32.2,17592,44.1,11265,28.2,16428,41.1,39930,7809.0,7817.0,7706.0,7753.0,64166
2009-12-17,4319,3938,381,17750,15723,2027,1622,1221,401,23691,20882,2809,1342,1052,290,177,674,-497,0,0,0,1519,1726,-207,77875,41.8,104274,56.0,45249,24.3,60928,32.7,186366,108330,46.6,144291,62.1,65442,28.1,83620,36.0,232504,12210,26.8,17400,38.2,10955,24.0,15935,35.0,45591,7713.0,7798.0,7666.0,7691.0,106265
2009-12-18,3459,3755,-296,18044,15386,2658,1672,1176,496,23175,20317,2858,2052,1241,811,175,506,-331,0,0,0,2227,1747,480,79534,39.0,107113,52.5,46019,22.5,63334,31.0,204192,111311,45.5,148738,60.8,65429,26.7,82753,33.8,244665,12225,26.2,17279,37.1,11134,23.9,16429,35.2,46619,7662.0,7713.0,7611.0,7701.0,77636
2009-12-21,4816,3668,1148,18266,15017,3249,1694,969,725,24776,19654,5122,2060,1287,773,470,346,124,0,0,0,2530,1633,897,84112,38.3,112662,51.3,45770,20.8,64890,29.5,219627,115303,43.8,152898,58.1,68181,25.9,90090,34.2,263050,12416,26.5,17777,38.0,10676,22.8,15881,34.0,46768,7701.0,7790.0,7701.0,7753.0,74447
2009-12-22,5551,3480,2071,20115,14702,5413,1710,759,951,27376,18941,8435,2220,1447,773,922,307,615,0,0,0,3142,1754,1388,84253,36.2,118688,51.1,48527,20.9,69160,29.7,232484,116588,41.2,156909,55.5,69416,24.5,96239,34.0,282774,12859,26.7,18344,38.1,9947,20.7,14754,30.6,48148,7788.0,7834.0,7773.0,7831.0,67618
2009-12-23,6935,3099,3836,20535,14695,5840,1706,757,949,29176,18551,10625,2980,1553,1427,1379,236,1143,0,0,0,4359,1789,2570,91016,36.0,130895,51.7,57681,22.8,79875,31.6,253045,120453,39.7,165321,54.5,73118,24.1,102019,33.6,303291,13305,26.7,19250,38.7,9689,19.5,14368,28.9,49752,7844.0,7879.0,7818.0,7867.0,62343
2009-12-24,7461,2512,4949,21932,15016,6916,1623,901,722,31016,18429,12587,2716,1352,1364,1760,103,1657,0,0,0,4476,1455,3021,92235,35.4,132054,50.7,61121,23.5,83754,32.1,260541,124427,38.5,169613,52.5,74668,23.1,104007,32.2,322972,14528,27.8,21186,40.5,9142,17.5,14009,26.8,52275,7888.0,7974.0,7871.0,7953.0,79018
2009-12-25,7726,2396,5330,22344,15006,7338,1642,882,760,31712,18284,13428,2670,1430,1240,1633,75,1558,0,0,0,4303,1505,2798,92056,34.3,133474,49.7,63261,23.6,86091,32.1,268421,130312,39.0,175672,52.5,76881,23.0,108034,32.3,334376,14758,28.0,22243,42.1,9137,17.3,14000,26.5,52778,7960.0,7987.0,7945.0,7983.0,40328
2009-12-28,9588,2819,6769,23043,16930,6113,1771,843,928,34402,20592,13810,2460,1210,1250,713,173,540,0,0,0,3173,1383,1790,87123,32.1,130558,48.0,65320,24.0,89110,32.8,271809,143643,40.4,188928,53.1,82474,23.2,116531,32.7,355874,15596,28.1,23856,43.0,9794,17.6,15070,27.1,55514,7995.0,8078.0,7976.0,8045.0,73145
2009-12-29,9778,2761,7017,23096,17903,5193,1674,833,841,34548,21497,13051,2528,941,1587,641,156,485,0,0,0,3169,1097,2072,90027,31.4,134356,46.9,72449,25.3,95726,33.4,286311,147929,40.6,193729,53.2,82171,22.6,117575,32.3,364078,16001,28.2,24359,43.0,10283,18.1,15831,27.9,56710,8033.0,8063.0,8022.0,8059.0,53930
2009-12-30,9806,2877,6929,23253,18283,4970,1674,833,841,34733,21993,12740,2397,1091,1306,810,134,676,0,0,0,3207,1225,1982,92269,31.6,137306,47.0,74042,25.4,97843,33.5,291947,151013,40.3,196797,52.6,85177,22.8,120609,32.2,374284,15776,27.6,24298,42.5,10307,18.0,16007,28.0,57136,8050.0,8115.0,8043.0,8091.0,59359
2009-12-31,12432,3298,9134,21806,19008,2798,1621,851,770,35859,23157,12702,2412,880,1532,860,155,705,0,0,0,3272,1035,2237,92006,31.2,133495,45.3,82265,27.9,106768,36.2,294934,159756,40.8,203321,52.0,88103,22.5,126558,32.3,391321,16799,29.1,25497,44.2,10701,18.5,16694,28.9,57749,8106.0,8205.0,8105.0,8205.0,67209
2010-01-04,13197,4562,8635,23128,20483,2645,1627,843,784,37952,25888,12064,2275,943,1332,370,249,121,0,0,0,2645,1192,1453,96957,30.6,141441,44.7,88728,28.0,114521,36.2,316753,165683,40.0,209799,50.6,91653,22.1,133994,32.3,414317,17825,29.2,28076,46.0,10913,17.9,17001,27.9,61019,8203.0,8211.0,8101.0,8166.0,84131
2010-01-05,13724,3683,10041,24675,22319,2356,1534,814,720,39933,26816,13117,3797,959,2838,248,618,-370,0,0,0,4045,1577,2468,109121,31.7,156343,45.5,100156,29.1,127602,37.1,343792,173609,39.7,219174,50.1,99646,22.8,144707,33.1,437417,18858,30.0,30392,48.3,11270,17.9,17852,28.4,62913,8212.0,8260.0,8125.0,8178.0,108012
2010-01-06,16969,5064,11905,27376,23386,3990,1705,859,846,46050,29309,16741,5882,1185,4697,403,314,89,0,0,0,6285,1499,4786,111340,32.6,157132,46.0,101872,29.8,130172,38.1,341507,186054,39.3,230731,48.8,108421,22.9,163574,34.6,472948,21204,31.7,33355,49.9,11417,17.1,18153,27.2,66836,8197.0,8336.0,8179.0,8320.0,120081
2010-01-07,17788,4366,13422,22582,25908,-3326,1745,806,939,42115,31080,11035,4465,1467,2998,248,1696,-1448,0,0,0,4713,3163,1550,119414,32.4,166015,45.0,118610,32.2,149590,40.6,368773,196888,38.8,243814,48.1,118297,23.3,177310,34.9,507353,21378,31.7,32146,47.7,12305,18.3,20027,29.7,67363,8335.0,8355.0,8230.0,8259.0,120555
2010-01-08,19001,5638,13363,22734,27464,-4730,1753,881,872,43488,33983,9505,4733,1328,3405,168,2216,-2048,0,0,0,4901,3544,1357,125965,32.5,170019,43.9,125505,32.4,157715,40.7,387243,206818,38.8,260232,48.8,129039,24.2,190887,35.8,533142,22100,32.1,32779,47.6,13084,19.0,21796,31.7,68833,8287.0,8297.0,8183.0,8278.0,104771
2010-01-11,19552,5833,13719,25838,28121,-2283,1756,740,1016,47146,34694,12452,3990,1589,2401,162,2359,-2197,0,0,0,4152,3948,204,125925,32.1,170611,43.5,126563,32.3,158019,40.3,392315,211581,38.3,266474,48.3,139148,25.2,199189,36.1,551825,22674,32.0,33862,47.8,13655,19.3,22808,32.2,70767,8278.0,8353.0,8251.0,8325.0,88096
2010-01-12,20188,6142,14046,25508,28846,-3338,1804,664,1140,47500,35652,11848,4314,1917,2397,173,2776,-2603,0,0,0,4487,4693,-206,128655,32.0,172796,42.9,130568,32.5,163256,40.6,402344,219060,38.7,274953,48.6,142428,25.2,208579,36.9,565341,23582,32.7,34669,48.1,13875,19.2,23371,32.4,72115,8318.0,8337.0,8246.0,8308.0,99739
2010-01-13,19999,8082,11917,25111,31208,-6097,1777,839,938,46887,40129,6758,4570,2929,1641,181,3039,-2858,0,0,0,4751,5968,-1217,131990,31.1,180364,42.5,141648,33.3,174430,41.1,424788,233532,40.8,290494,50.8,141725,24.8,208268,36.4,572155,24457,32.6,35430,47.2,14669,19.5,25389,33.8,75093,8259.0,8275.0,8191.0,8215.0,108932
2010-01-14,22739,7975,14764,27015,33146,-6131,1815,705,1110,51569,41826,9743,6085,2473,3612,200,2463,-2263,0,0,0,6285,4936,1349,133931,31.1,184763,42.9,139296,32.3,170026,39.5,430841,244328,41.4,301041,51.0,153566,26.0,222403,37.7,590096,26511,34.3,38127,49.3,16122,20.9,26945,34.9,77310,8246.0,8328.0,8236.0,8301.0,81125
2010-01-15,25363,8240,17123,26835,33520,-6685,1467,662,805,53665,42422,11243,6654,2445,4209,208,1942,-1734,0,0,0,6862,4387,2475,139153,32.1,195150,45.0,137733,31.7,171311,39.5,433961,251085,41.2,310150,50.9,156142,25.6,232527,38.2,609059,28425,36.1,40081,50.9,16933,21.5,27415,34.8,78723,8310.0,8385.0,8307.0,8369.0,96104
2010-01-18,25308,8749,16559,26268,36043,-9775,1519,661,858,53095,45453,7642,4889,2315,2574,584,2044,-1460,0,0,0,5473,4359,1114,140219,31.3,194505,43.5,146521,32.7,182717,40.8,447459,261004,41.6,323869,51.7,153810,24.5,235484,37.6,626851,29497,36.3,40340,49.6,17554,21.6,28225,34.7,81313,8300.0,8383.0,8286.0,8353.0,78516
2010-01-19,22880,8825,14055,25616,37465,-11849,1412,769,643,49908,47059,2849,5443,4808,635,162,2915,-2753,0,0,0,5605,7723,-2118,139221,30.0,197680,42.6,149718,32.2,187926,40.5,464360,252545,41.2,316939,51.7,139192,22.7,217253,35.4,613073,29843,37.2,41605,51.9,17208,21.5,29074,36.3,80141,8370.0,8382.0,8230.0,8270.0,121248
2010-01-20,10026,6054,3972,18160,24081,-5921,1305,992,313,29491,31127,-1636,1925,2561,-636,510,663,-153,0,0,0,2435,3224,-789,88630,37.3,121297,51.0,77060,32.4,99637,41.9,237763,129894,48.6,169922,63.5,63541,23.8,92911,34.7,267470,16067,29.3,23670,43.2,13426,24.5,20647,37.7,54827,8306.0,8312.0,8198.0,8215.0,67857
2010-01-21,9610,6548,3062,16087,29321,-13234,1450,1322,128,27147,37191,-10044,1848,5098,-3250,368,379,-11,0,0,0,2216,5477,-3261,91664,32.2,128567,45.2,75275,26.5,101244,35.6,284254,136507,46.0,176059,59.3,68625,23.1,96336,32.5,296720,14300,23.1,20967,33.8,15776,25.5,24937,40.2,61971,8185.0,8213.0,8112.0,8134.0,117077
