date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi,mxf_dealer_long_oi,mxf_dealer_short_oi,mxf_dealer_net_oi,mxf_foreigner_long_oi,mxf_foreigner_short_oi,mxf_foreigner_net_oi,mxf_trust_long_oi,mxf_trust_short_oi,mxf_trust_net_oi,mxf_long_oi,mxf_short_oi,mxf_net_oi,buy_top5_oi_call,buy_top5_percent_call,buy_top10_oi_call,buy_top10_percent_call,sell_top5_oi_call,sell_top5_percent_call,sell_top10_oi_call,sell_top10_percent_call,total_call,buy_top5_oi_put,buy_top5_percent_put,buy_top10_oi_put,buy_top10_percent_put,sell_top5_oi_put,sell_top5_percent_put,sell_top10_oi_put,sell_top10_percent_put,total_put,buy_top5_oi_future,buy_top5_percent_future,buy_top10_oi_future,buy_top10_percent_future,sell_top5_oi_future,sell_top5_percent_future,sell_top10_oi_future,sell_top10_percent_future,total_future,open,high,low,close,volume
2008-04-21,6850,2769,4081,29147,35186,-6039,374,3328,-2954,36371,41283,-4912,1659,3147,-1488,0,138,-138,0,15,-15,1659,3300,-1641,106615,46.2,144276,62.5,72951,31.6,97406,42.2,230986,104094,48.3,136320,63.2,46502,21.6,67339,31.2,215632,21502,35.6,27847,46.0,20953,34.6,32874,54.4,60476,9168.0,9174.0,9044.0,9082.0,49855
2008-04-22,6660,3331,3329,28689,35871,-7182,261,3253,-2992,35610,42455,-6845,1829,3387,-1558,0,368,-368,0,12,-12,1829,3767,-1938,111299,44.7,147914,59.4,80069,32.2,106175,42.7,248920,115524,48.0,151981,63.1,52830,21.9,75130,31.2,240904,21330,34.7,27805,45.2,20968,34.1,33193,54.0,61515,9056.0,9076.0,8977.0,9030.0,49137
2008-04-23,6968,3286,3682,28352,39027,-10675,280,3454,-3174,35600,45767,-10167,1806,3473,-1667,0,64,-64,0,15,-15,1806,3552,-1746,109807,41.0,149524,55.9,85386,31.9,114863,42.9,267679,121738,47.2,161717,62.8,53543,20.8,76961,29.9,257669,20551,32.3,27157,42.6,22750,35.7,36191,56.8,63723,9055.0,9093.0,8945.0,8984.0,68333
2008-04-24,6060,3021,3039,29542,38203,-8661,288,3345,-3057,35890,44569,-8679,2414,3510,-1096,306,0,306,0,15,-15,2720,3525,-805,109850,39.4,147709,52.9,86298,30.9,116354,41.7,279109,123685,44.8,168562,61.0,63267,22.9,88685,32.1,276380,20769,32.7,26935,42.4,22576,35.6,35729,56.3,63495,8966.0,9045.0,8955.0,8978.0,50961
2008-04-25,6784,3760,3024,29788,38016,-8228,236,3543,-3307,36808,45319,-8511,2889,3808,-919,1,177,-176,0,9,-9,2890,3994,-1104,111356,37.4,146258,49.2,94740,31.8,126014,42.4,297509,128528,44.5,176636,61.2,65443,22.7,91309,31.6,288662,21256,32.7,27669,42.6,22001,33.9,35355,54.4,64944,9052.0,9068.0,8950.0,8988.0,54703
2008-04-28,9091,4275,4816,30473,36881,-6408,240,3559,-3319,39804,44715,-4911,4756,3698,1058,360,7,353,0,12,-12,5116,3717,1399,115568,36.8,151459,48.3,100404,32.0,133302,42.5,313805,130894,44.2,178263,60.1,66967,22.6,92423,31.2,296376,21528,32.8,28989,44.2,21558,32.9,34586,52.8,65559,8998.0,9092.0,8973.0,9090.0,54693
2008-04-29,7462,4715,2747,29985,39049,-9064,272,3864,-3592,37719,47628,-9909,3857,4516,-659,1,200,-199,0,12,-12,3858,4728,-870,106318,32.5,144325,44.2,104113,31.9,142337,43.6,326757,135382,44.6,186155,61.3,71775,23.6,97378,32.1,303510,20333,29.9,27769,40.8,21919,32.2,35221,51.8,68029,9090.0,9100.0,8872.0,8920.0,62994
2008-04-30,7121,4678,2443,30623,39417,-8794,280,4184,-3904,38024,48279,-10255,4526,4636,-110,299,0,299,0,9,-9,4825,4645,180,108093,31.8,148639,43.7,107298,31.6,147311,43.3,340068,144450,44.7,195535,60.5,79899,24.7,107107,33.1,323115,21036,31.0,27779,40.9,21952,32.4,35571,52.4,67849,8910.0,8986.0,8895.0,8937.0,48508
2008-05-02,7994,4086,3908,31780,39355,-7575,361,4166,-3805,40135,47607,-7472,2460,2736,-276,298,179,119,0,9,-9,2758,2924,-166,112921,30.8,160707,43.8,117715,32.1,161944,44.1,366988,144209,43.9,196042,59.6,77806,23.7,105324,32.0,328860,22351,33.5,29614,44.4,22076,33.1,35771,53.6,66727,9021.0,9040.0,8936.0,9009.0,45415
2008-05-05,4883,5344,-461,31216,40588,-9372,581,4191,-3610,36680,50123,-13443,1895,2860,-965,0,270,-270,0,9,-9,1895,3139,-1244,111218,29.3,156557,41.3,129835,34.2,178767,47.1,379182,143718,42.5,200782,59.4,80646,23.8,107901,31.9,338258,21206,30.6,27626,39.8,22058,31.8,36307,52.4,69353,9020.0,9025.0,8822.0,8847.0,56697
2008-05-06,5373,5232,141,30213,41304,-11091,631,4961,-4330,36217,51497,-15280,2187,2754,-567,183,232,-49,0,7,-7,2370,2993,-623,117693,29.1,163596,40.5,138450,34.3,192013,47.5,403974,142441,41.9,200881,59.1,80293,23.6,107075,31.5,339992,20475,29.5,26889,38.7,23132,33.3,37511,54.0,69511,8860.0,8888.0,8780.0,8870.0,53812
2008-05-07,5832,4538,1294,30474,40169,-9695,754,4847,-4093,37060,49554,-12494,2393,2311,82,436,0,436,0,12,-12,2829,2323,506,124283,29.9,171218,41.2,136353,32.8,194445,46.8,415578,142800,41.4,201517,58.4,81827,23.7,108635,31.5,344827,20795,30.8,27398,40.6,22833,33.8,36407,53.9,67489,8903.0,8976.0,8881.0,8918.0,54074
2008-05-08,5066,4421,645,27884,39258,-11374,881,5317,-4436,33831,48996,-15165,2000,2394,-394,266,131,135,0,12,-12,2266,2537,-271,124244,28.9,169753,39.5,139730,32.5,207581,48.3,430021,146777,41.7,206658,58.8,82026,23.3,107547,30.6,351719,18202,28.0,24160,37.2,22658,34.9,36003,55.5,64921,8855.0,8903.0,8800.0,8894.0,52607
2008-05-09,2237,5103,-2866,27369,38235,-10866,910,5458,-4548,30516,48796,-18280,1449,2913,-1464,0,248,-248,0,9,-9,1449,3170,-1721,120826,27.5,166464,37.9,138786,31.6,211480,48.1,439706,148283,41.1,207988,57.6,91735,25.4,117855,32.6,361086,17931,27.3,23600,36.0,22162,33.8,34733,52.9,65621,8850.0,8877.0,8766.0,8773.0,57824
2008-05-12,3707,4321,-614,27499,37143,-9644,891,5720,-4829,32097,47184,-15087,1905,2557,-652,401,88,313,0,9,-9,2306,2654,-348,127920,28.1,172185,37.8,150735,33.1,224476,49.3,455056,148284,41.4,206657,57.7,91432,25.5,116895,32.7,357864,17879,27.9,23554,36.7,22053,34.4,34431,53.7,64121,8776.0,8868.0,8756.0,8864.0,46950
2008-05-13,6610,4319,2291,28163,36042,-7879,926,4460,-3534,35699,44821,-9122,3437,2414,1023,649,0,649,0,9,-9,4086,2423,1663,134246,29.4,181839,39.9,148545,32.6,217236,47.7,455866,148225,41.0,205814,57.0,101774,28.2,129530,35.9,361097,17908,28.4,24526,38.8,22532,35.7,34446,54.5,63156,8862.0,9044.0,8851.0,9030.0,62520
2008-05-14,7297,4461,2836,28138,36250,-8112,1026,4002,-2976,36461,44713,-8252,3025,2540,485,566,200,366,0,9,-9,3591,2749,842,133430,28.7,182250,39.2,146539,31.5,217978,46.9,464614,162863,42.2,221525,57.4,119958,31.1,148728,38.5,385887,17906,28.1,24769,38.8,22507,35.3,35012,54.9,63824,9030.0,9088.0,9002.0,9058.0,53252
2008-05-15,9402,4509,4893,31287,38837,-7550,977,3848,-2871,41666,47194,-5528,3495,2522,973,499,0,499,0,9,-9,3994,2531,1463,131647,28.5,186045,40.3,138546,30.0,210540,45.7,461162,173176,42.1,234740,57.0,134464,32.7,164782,40.0,411679,18534,27.3,27084,39.9,23593,34.8,36843,54.3,67865,9088.0,9209.0,9088.0,9182.0,53937
2008-05-16,8968,4579,4389,31883,40543,-8660,1268,3567,-2299,42119,48689,-6570,4058,2935,1123,552,3,549,0,9,-9,4610,2947,1663,132693,28.1,192879,40.8,136512,28.9,208992,44.2,472765,169289,39.4,238752,55.6,146056,34.0,176740,41.1,429686,18763,27.2,27396,39.7,24141,35.0,37968,55.0,69069,9220.0,9286.0,9191.0,9248.0,55311
2008-05-19,10532,5071,5461,30367,42904,-12537,1257,3800,-2543,42156,51775,-9619,2955,2876,79,25,3,22,0,9,-9,2980,2888,92,135508,27.6,195699,39.9,143446,29.2,218392,44.5,490539,179305,39.6,255402,56.4,162197,35.8,193413,42.7,452444,20050,27.7,29010,40.1,25844,35.7,40109,55.5,72325,9269.0,9379.0,9243.0,9370.0,50694
2008-05-20,5114,5460,-346,34277,51290,-17013,1351,4550,-3199,40742,61300,-20558,4590,7329,-2739,0,351,-351,0,8,-8,4590,7688,-3098,145915,28.2,209857,40.6,175592,33.9,247762,47.9,517235,189088,41.0,267488,58.0,170284,37.0,199463,43.3,460795,21705,27.9,30427,39.1,28015,36.0,43474,55.8,77899,9356.0,9388.0,9059.0,9074.0,82888
2008-05-21,4856,5851,-995,32623,49851,-17228,746,4536,-3790,38225,60238,-22013,4546,8508,-3962,12,148,-136,0,8,-8,4558,8664,-4106,160088,29.7,226534,42.1,205782,38.2,265694,49.3,538596,193434,40.9,272320,57.5,174845,36.9,208208,44.0,473417,20231,26.8,29083,38.5,27991,37.0,42621,56.4,75615,9035.0,9089.0,8959.0,8998.0,31585
2008-05-22,3234,5414,-2180,23909,37654,-13745,714,4185,-3471,27857,47253,-19396,615,8487,-7872,158,149,9,0,7,-7,773,8643,-7870,106228,47.0,131075,58.0,76845,34.0,97406,43.1,225853,105040,47.0,150963,67.6,55337,24.8,67435,30.2,223456,16416,26.4,21744,35.0,24725,39.8,39067,62.9,62106,8875.0,9019.0,8865.0,9018.0,56927
2008-05-23,2924,7548,-4624,22548,37485,-14937,793,4542,-3749,26265,49575,-23310,648,9418,-8770,0,506,-506,0,7,-7,648,9931,-9283,122699,45.4,147449,54.6,90582,33.5,119489,44.2,270138,119183,46.0,169673,65.5,67408,26.0,79935,30.9,259003,16340,25.2,21608,33.3,23228,35.8,37572,57.9,64923,9000.0,9027.0,8778.0,8786.0,70602
2008-05-26,3068,8322,-5254,21473,37100,-15627,801,4541,-3740,25342,49963,-24621,920,9893,-8973,0,281,-281,0,12,-12,920,10186,-9266,130742,43.1,156048,51.4,106797,35.2,138849,45.7,303687,129328,46.6,178786,64.4,70968,25.6,85040,30.7,277435,15870,24.3,19932,30.6,22850,35.0,37298,57.2,65225,8736.0,8790.0,8689.0,8699.0,55991
2008-05-27,4028,8679,-4651,21297,37208,-15911,897,4150,-3253,26222,50037,-23815,1038,9358,-8320,0,121,-121,0,7,-7,1038,9486,-8448,136502,41.7,162155,49.6,113124,34.6,147231,45.0,327088,129863,45.2,178749,62.2,74768,26.0,90040,31.3,287365,15445,23.4,19831,30.1,23057,35.0,37474,56.9,65884,8701.0,8785.0,8700.0,8776.0,44115
2008-05-28,3454,9373,-5919,20450,33669,-13219,981,5501,-4520,24885,48543,-23658,1260,9561,-8301,0,695,-695,0,7,-7,1260,10263,-9003,136842,38.7,163707,46.2,129602,36.6,165971,46.9,354046,130244,44.5,179130,61.2,74755,25.5,91991,31.4,292716,14522,21.7,19111,28.5,21468,32.1,34075,50.9,66979,8790.0,8795.0,8625.0,8646.0,65710
2008-05-29,3955,8739,-4784,20333,33014,-12681,970,5610,-4640,25258,47363,-22105,1656,10259,-8603,0,811,-811,0,9,-9,1656,11079,-9423,150158,38.7,176634,45.6,143102,36.9,183321,47.3,387777,144100,46.7,193061,62.5,79827,25.9,98070,31.8,308663,14730,22.3,19786,30.0,21698,32.9,34398,52.1,65978,8729.0,8771.0,8650.0,8720.0,56724
2008-05-30,4168,10045,-5877,22148,32917,-10769,976,6461,-5485,27292,49423,-22131,1920,11294,-9374,0,1092,-1092,0,9,-9,1920,12395,-10475,153477,36.2,182493,43.0,158919,37.5,206708,48.8,423996,146712,45.0,197190,60.5,84960,26.0,103859,31.8,326177,14996,21.5,20263,29.1,22521,32.3,34505,49.5,69666,8765.0,8780.0,8536.0,8648.0,75944
2008-06-02,4974,9762,-4788,22214,32785,-10571,983,6452,-5469,28171,48999,-20828,1840,11355,-9515,0,775,-775,0,9,-9,1840,12139,-10299,161703,35.9,190225,42.3,165275,36.7,218300,48.5,449945,151327,44.8,202305,59.9,90290,26.7,110170,32.6,337776,14718,21.1,20042,28.7,22463,32.2,34778,49.8,69788,8635.0,8709.0,8603.0,8700.0,49486
2008-06-03,4358,11444,-7086,21913,32425,-10512,983,6406,-5423,27254,50275,-23021,1841,12354,-10513,0,1264,-1264,0,9,-9,1841,13627,-11786,159979,33.7,189651,39.9,181393,38.2,239912,50.5,474962,154617,44.9,203790,59.1,90732,26.3,111488,32.3,344737,15288,21.3,20758,29.0,22314,31.1,34717,48.5,71648,8644.0,8657.0,8510.0,8540.0,55854
2008-06-04,4696,11666,-6970,23208,32763,-9555,957,6081,-5124,28861,50510,-21649,1848,11705,-9857,307,1003,-696,0,9,-9,2155,12717,-10562,165188,33.4,197368,39.9,185935,37.6,247845,50.1,494877,157119,44.4,206773,58.5,95567,27.0,118873,33.6,353706,15954,22.1,21359,29.5,22014,30.4,35223,48.7,72307,8540.0,8619.0,8526.0,8592.0,44304
2008-06-05,5296,10470,-5174,22776,31508,-8732,927,5480,-4553,28999,47458,-18459,349,7948,-7599,219,1003,-784,0,9,-9,568,8960,-8392,169048,34.1,200397,40.4,185326,37.3,251018,50.6,496258,163707,45.9,213973,59.9,96821,27.1,121516,34.0,356976,16116,23.9,21740,32.3,22092,32.8,34424,51.1,67384,8571.0,8765.0,8472.0,8725.0,78823
2008-06-06,5300,10119,-4819,23582,31478,-7896,983,6250,-5267,29865,47847,-17982,498,8170,-7672,0,1087,-1087,0,9,-9,498,9266,-8768,172810,34.4,205269,40.8,180748,36.0,246914,49.1,502499,162524,45.0,212790,58.9,100654,27.8,126090,34.9,361474,16664,24.5,21844,32.1,21637,31.8,33954,49.9,68014,8788.0,8798.0,8712.0,8756.0,49247
2008-06-09,3259,11559,-8300,23383,30797,-7414,1035,6342,-5307,27677,48698,-21021,442,9294,-8852,0,1023,-1023,0,17,-17,442,10334,-9892,168291,31.1,203031,37.5,196189,36.3,272595,50.4,540752,162638,43.5,215200,57.5,109801,29.4,134078,35.8,374022,16076,23.8,21130,31.3,21208,31.4,34039,50.5,67458,8520.0,8555.0,8492.0,8529.0,44700
2008-06-10,2527,12483,-9956,22631,27330,-4699,977,6752,-5775,26135,46565,-20430,454,10734,-10280,0,1480,-1480,0,19,-19,454,12233,-11779,171389,29.1,208491,35.4,231817,39.3,320843,54.5,589219,159629,42.8,214042,57.4,114696,30.8,138099,37.1,372599,15065,22.3,19710,29.2,20212,29.9,31862,47.2,67569,8529.0,8565.0,8321.0,8340.0,75224
2008-06-11,2195,13366,-11171,23861,26854,-2993,1040,6579,-5539,27096,46799,-19703,493,11348,-10855,0,1343,-1343,0,19,-19,493,12710,-12217,176833,29.3,210646,34.9,237292,39.3,327514,54.2,603920,154685,40.1,216327,56.1,124579,32.3,150049,38.9,385348,16804,24.6,21537,31.5,21256,31.1,33534,49.1,68315,8365.0,8404.0,8291.0,8316.0,58833
2008-06-12,2654,14408,-11754,25212,27769,-2557,1044,6838,-5794,28910,49015,-20105,1909,11701,-9792,6,1644,-1638,0,19,-19,1915,13364,-11449,173850,26.2,219753,33.1,286206,43.1,393926,59.4,663589,159946,44.0,225300,62.0,115652,31.8,144834,39.9,363253,16044,23.8,21782,32.3,23238,34.4,35064,51.9,67518,8199.0,8204.0,7999.0,8043.0,75487
2008-06-13,2316,14926,-12610,26693,25868,825,914,6474,-5560,29923,47268,-17345,2671,11501,-8830,0,1570,-1570,0,19,-19,2671,13090,-10419,174739,25.4,224909,32.7,295801,43.0,411765,59.9,687375,162127,42.3,227204,59.3,125577,32.8,158176,41.3,383156,16498,24.7,23279,34.9,22200,33.3,33970,51.0,66664,8068.0,8140.0,8002.0,8043.0,62933
2008-06-16,2155,13199,-11044,29416,27113,2303,895,6269,-5374,32466,46581,-14115,2146,10810,-8664,2,1340,-1338,0,19,-19,2148,12169,-10021,177779,25.4,235845,33.7,294165,42.0,412128,58.8,700730,160844,42.5,225976,59.7,125428,33.2,160051,42.3,378292,18270,27.1,25261,37.5,20651,30.6,33146,49.2,67387,8121.0,8191.0,8100.0,8133.0,53114
2008-06-17,2309,13238,-10929,36287,34386,1901,975,6804,-5829,39571,54428,-14857,786,9778,-8992,45,1503,-1458,0,19,-19,831,11300,-10469,191607,26.4,248119,34.2,294794,40.6,412022,56.8,725950,163384,43.1,232400,61.3,127970,33.8,163136,43.0,378956,22895,31.1,30955,42.0,22555,30.6,37621,51.1,73618,8133.0,8177.0,8017.0,8147.0,70641
2008-06-18,2516,15087,-12571,37802,32578,5224,923,6421,-5498,41241,54086,-12845,903,9450,-8547,55,1525,-1470,0,19,-19,958,10994,-10036,196034,27.1,258227,35.7,282058,39.0,407940,56.4,723446,161374,42.4,230591,60.6,129706,34.1,167113,43.9,380336,24043,33.3,32557,45.1,22152,30.7,36351,50.4,72193,8140.0,8259.0,8122.0,8219.0,36474
2008-06-19,1492,7918,-6426,20578,23867,-3289,664,7069,-6405,22734,38854,-16120,146,7101,-6955,7,982,-975,0,13,-13,153,8096,-7943,60203,29.6,84426,41.6,82627,40.7,104480,51.4,203161,86012,50.9,115636,68.4,52154,30.8,64136,37.9,169114,14644,27.2,18739,34.8,16902,31.4,25571,47.4,53896,7980.0,7980.0,7886.0,7890.0,53348
2008-06-20,1564,8222,-6658,20991,23283,-2292,627,7214,-6587,23182,38719,-15537,283,7289,-7006,0,1247,-1247,0,13,-13,283,8549,-8266,56433,23.2,81278,33.5,95561,39.4,123166,50.7,242800,95705,48.3,132521,66.9,57388,29.0,72086,36.4,198139,14700,26.2,18843,33.6,16612,29.6,25548,45.6,56043,7910.0,7937.0,7723.0,7778.0,70635
2008-06-23,2257,8950,-6693,20852,23797,-2945,498,6398,-5900,23607,39145,-15538,817,8249,-7432,0,788,-788,0,13,-13,817,9050,-8233,69351,23.7,95205,32.6,117276,40.1,153481,52.5,292128,114633,50.3,152857,67.0,69830,30.6,83303,36.5,228066,13866,24.4,18151,31.9,18171,31.9,27218,47.8,56901,7660.0,7805.0,7630.0,7754.0,63155
2008-06-24,2594,9278,-6684,21937,24250,-2313,580,7181,-6601,25111,40709,-15598,1108,8884,-7776,0,1012,-1012,0,13,-13,1108,9909,-8801,70173,21.6,99763,30.7,128494,39.6,170687,52.6,324443,115087,48.2,159863,67.0,73000,30.6,86669,36.3,238730,14454,24.4,19462,32.8,19097,32.2,28167,47.5,59281,7715.0,7782.0,7645.0,7693.0,64047
2008-06-25,3497,8585,-5088,22241,27695,-5454,703,6788,-6085,26441,43068,-16627,1471,9518,-8047,0,726,-726,0,13,-13,1471,10257,-8786,82692,22.8,118747,32.7,141576,39.0,189454,52.1,363424,122897,48.0,170628,66.7,74249,29.0,88861,34.7,255878,14203,23.0,19894,32.2,22167,35.9,31387,50.8,61794,7671.0,7759.0,7605.0,7753.0,69319
2008-06-26,3249,8944,-5695,22571,26316,-3745,588,5997,-5409,26408,41257,-14849,1639,10145,-8506,0,1322,-1322,0,13,-13,1639,11480,-9841,86351,22.4,120286,31.3,151962,39.5,203056,52.8,384908,120636,46.2,169062,64.8,74743,28.6,91190,34.9,260933,14850,24.4,20803,34.2,21621,35.6,30849,50.7,60796,7753.0,7798.0,7690.0,7693.0,60885
2008-06-27,3374,11149,-7775,25714,24521,1193,552,6269,-5717,29640,41939,-12299,1615,10082,-8467,145,1356,-1211,0,13,-13,1760,11451,-9691,96645,22.2,132946,30.5,175521,40.3,240818,55.2,435882,115220,47.4,159002,65.4,60804,25.0,80691,33.2,243073,16723,28.1,23204,39.0,19343,32.5,29274,49.2,59538,7381.0,7460.0,7341.0,7416.0,67637
2008-06-30,3047,10829,-7782,25665,26348,-683,702,6524,-5822,29414,43701,-14287,1682,10406,-8724,229,1444,-1215,0,13,-13,1911,11863,-9952,100425,21.6,136865,29.4,186205,40.1,261621,56.3,464777,112466,44.8,164380,65.5,65370,26.1,87378,34.8,250817,17190,28.4,23060,38.1,19179,31.7,29272,48.4,60478,7470.0,7490.0,7382.0,7416.0,51421
2008-07-01,2369,11773,-9404,26524,29541,-3017,937,6435,-5498,29830,47749,-17919,210,8176,-7966,0,1532,-1532,0,13,-13,210,9721,-9511,102143,20.5,138004,27.7,197128,39.6,283077,56.9,497687,107477,43.5,156425,63.3,62866,25.5,85753,34.7,246963,18363,28.5,23412,36.4,22671,35.2,33224,51.6,64365,7410.0,7477.0,7291.0,7291.0,62874
2008-07-02,2401,11148,-8747,25326,30390,-5064,1028,6497,-5469,28755,48035,-19280,207,8741,-8534,262,1508,-1246,0,13,-13,469,10262,-9793,115287,21.0,151856,27.6,219528,40.0,319240,58.1,549493,110019,44.6,160146,64.9,66211,26.8,89906,36.4,246904,17401,27.5,22082,34.8,23611,37.2,33556,52.9,63389,7308.0,7394.0,7245.0,7245.0,74253
2008-07-03,3099,11489,-8390,25746,30209,-4463,897,6226,-5329,29742,47924,-18182,1495,8668,-7173,236,1424,-1188,0,13,-13,1731,10105,-8374,115364,19.4,158074,26.5,243939,40.9,364754,61.2,595988,119334,45.9,176135,67.7,77556,29.8,102673,39.5,260139,17477,27.8,22487,35.8,23213,37.0,33842,53.9,62795,7140.0,7377.0,7055.0,7299.0,88271
2008-07-04,2484,11983,-9499,25633,28131,-2498,903,6192,-5289,29020,46306,-17286,265,8488,-8223,0,1828,-1828,0,13,-13,265,10329,-10064,117226,19.1,157347,25.7,258134,42.1,377417,61.6,612929,123597,47.2,173834,66.3,82966,31.7,107759,41.1,262021,18133,29.4,22843,37.1,22805,37.0,33174,53.8,61624,7282.0,7323.0,7099.0,7100.0,68358
2008-07-07,3715,11513,-7798,26703,27833,-1130,945,6577,-5632,31363,45923,-14560,374,7581,-7207,0,1377,-1377,0,13,-13,374,8971,-8597,128670,20.0,171383,26.6,266258,41.4,390986,60.8,643362,128583,45.3,183025,64.5,91556,32.3,118253,41.7,283757,18574,30.1,23499,38.0,21396,34.6,32129,52.0,61764,7096.0,7279.0,7075.0,7258.0,62222
2008-07-08,2934,16208,-13274,28871,23451,5420,933,6510,-5577,32738,46169,-13431,755,8744,-7989,0,1806,-1806,0,13,-13,755,10563,-9808,138999,20.5,183536,27.1,292722,43.3,422493,62.5,676411,131910,48.3,178142,65.3,96823,35.5,124109,45.5,272917,21286,34.1,26214,42.0,18781,30.1,30964,49.6,62458,7199.0,7200.0,6892.0,6988.0,86146
2008-07-09,2685,16092,-13407,29602,24209,5393,1015,6655,-5640,33302,46956,-13654,965,8391,-7426,0,1726,-1726,0,13,-13,965,10130,-9165,145524,21.1,191569,27.8,297108,43.0,433544,62.8,690305,135036,45.5,185366,62.5,108217,36.5,136562,46.1,296467,21531,34.0,26779,42.3,17729,28.0,29983,47.3,63347,7095.0,7185.0,6950.0,7011.0,95748
2008-07-10,2092,17045,-14953,29888,23727,6161,1019,6555,-5536,32999,47327,-14328,466,8515,-8049,0,1495,-1495,0,13,-13,466,10023,-9557,161998,22.1,217459,29.7,320431,43.7,468145,63.9,732956,137923,44.4,195666,63.0,117825,37.9,147576,47.5,310636,21301,33.6,26866,42.4,17854,28.2,29564,46.6,63410,6958.0,7116.0,6893.0,7010.0,94113
2008-07-11,3033,15983,-12950,30012,25703,4309,1710,5598,-3888,34755,47284,-12529,911,7872,-6961,243,1502,-1259,0,13,-13,1154,9387,-8233,167427,23.2,220378,30.5,318862,44.1,456062,63.1,722969,143273,42.1,209238,61.4,136986,40.2,168377,49.4,340575,21268,33.6,27015,42.7,17738,28.0,29655,46.9,63256,6973.0,7206.0,6963.0,7181.0,97960
2008-07-14,2708,12600,-9892,30882,33803,-2921,2231,5529,-3298,35821,51932,-16111,643,9363,-8720,0,1878,-1878,0,13,-13,643,11254,-10611,166115,22.3,227840,30.6,331300,44.5,471802,63.3,745312,154876,43.6,224467,63.1,148855,41.9,182709,51.4,355584,21727,32.2,27866,41.3,20602,30.5,34401,50.9,67540,7200.0,7238.0,7088.0,7152.0,76318
2008-07-15,2216,13158,-10942,41407,42187,-780,2892,5918,-3026,46515,61263,-14748,788,8216,-7428,0,1785,-1785,0,13,-13,788,10014,-9226,178303,22.4,241309,30.3,358049,45.0,508774,63.9,795975,175571,50.7,241419,69.8,162017,46.8,192634,55.7,346120,27360,35.9,35948,47.2,27569,36.2,40687,53.4,76188,7050.0,7065.0,6744.0,6790.0,94598
2008-07-16,2385,17675,-15290,50870,48996,1874,2198,6250,-4052,55453,72921,-17468,499,7160,-6661,106,848,-742,0,3,-3,605,8011,-7406,179683,21.4,250498,29.9,377635,45.1,536073,64.0,837891,164350,52.3,223984,71.2,145190,46.2,177367,56.4,314453,35629,41.2,45517,52.6,29785,34.5,44694,51.7,86454,6820.0,6866.0,6677.0,6678.0,60578
2008-07-17,3390,8083,-4693,26891,29629,-2738,2920,6149,-3229,33201,43861,-10660,1228,3185,-1957,248,651,-403,0,3,-3,1476,3839,-2363,127318,44.1,156207,54.1,126786,43.9,173404,60.1,288519,53497,44.7,82165,68.7,49929,41.7,61829,51.7,119665,21028,37.8,26050,46.9,22697,40.8,31827,57.3,55572,6700.0,6848.0,6689.0,6797.0,74717
2008-07-18,2896,9725,-6829,27635,26067,1568,2951,6617,-3666,33482,42409,-8927,1271,3726,-2455,248,876,-628,0,53,-53,1519,4655,-3136,137183,41.5,167998,50.9,138454,41.9,194059,58.7,330347,56772,42.5,86402,64.6,57317,42.9,70661,52.8,133737,22449,40.0,27351,48.7,21646,38.6,30031,53.5,56110,6860.0,6888.0,6599.0,6681.0,87374
2008-07-21,3668,8171,-4503,28841,28976,-135,2573,6191,-3618,35082,43338,-8256,1481,2134,-653,514,804,-290,0,3,-3,1995,2941,-946,164507,45.9,198396,55.4,149664,41.8,208187,58.1,358141,58120,38.4,89485,59.2,58796,38.9,73138,48.4,151166,22197,39.1,27721,48.8,22115,38.9,31074,54.7,56802,6845.0,7020.0,6840.0,7007.0,71813
2008-07-22,3940,8539,-4599,27886,29201,-1315,2482,5977,-3495,34308,43717,-9409,1299,2559,-1260,514,1165,-651,0,113,-113,1813,3837,-2024,162713,43.0,201077,53.2,157145,41.6,220280,58.2,378164,59103,37.0,91945,57.6,59499,37.3,74669,46.8,159671,21836,38.7,27452,48.7,22093,39.2,31363,55.6,56421,6943.0,7010.0,6886.0,6967.0,75341
2008-07-23,5061,7015,-1954,25885,30244,-4359,2618,5396,-2778,33564,42655,-9091,2033,1851,182,514,973,-459,0,3,-3,2547,2827,-280,179797,48.1,213547,57.1,159151,42.6,211384,56.5,373938,64509,36.8,96362,55.0,57024,32.5,73064,41.7,175359,20744,37.0,26005,46.3,21649,38.6,31161,55.5,56128,7100.0,7250.0,7075.0,7186.0,80107
2008-07-24,6468,6735,-267,25187,27438,-2251,2919,5221,-2302,34574,39394,-4820,1950,1626,324,514,862,-348,0,131,-131,2464,2619,-155,178587,47.5,216944,57.7,160303,42.6,209953,55.8,376233,65336,35.2,96098,51.7,60533,32.6,76044,40.9,185764,20966,38.0,26264,47.7,21528,39.1,29551,53.6,55118,7262.0,7306.0,7208.0,7304.0,64281
