date,naq_open,naq_high,naq_low,naq_close,naq_volume,sp500_open,sp500_high,sp500_low,sp500_close,sp500_volume,phlx_open,phlx_high,phlx_low,phlx_close
2015-01-02,4760.240234375,4777.009765625,4698.10986328125,4726.81005859375,1435150000,2058.89990234375,2072.360107421875,2046.0400390625,2058.199951171875,2708700000,690.280029296875,694.030029296875,680.280029296875,686.72998046875
2015-01-05,4700.33984375,4702.77001953125,4641.4599609375,4652.56982421875,1794470000,2054.43994140625,2054.43994140625,2017.3399658203125,2020.5799560546875,3799120000,683.5700073242188,684.8400268554688,673.4299926757812,673.5900268554688
2015-01-06,4666.85009765625,4667.330078125,4567.58984375,4592.740234375,2167320000,2022.1500244140625,2030.25,1992.43994140625,2002.6099853515625,4460110000,675.1199951171875,675.1400146484375,656.3699951171875,658.8300170898438
2015-01-07,4626.83984375,4652.72021484375,4613.89990234375,4650.47021484375,1957950000,2005.550048828125,2029.6099853515625,2005.550048828125,2025.9000244140625,3805480000,660.4199829101562,668.219970703125,658.75,665.27001953125
2015-01-08,4689.5400390625,4741.3798828125,4688.02001953125,4736.18994140625,2105450000,2030.6099853515625,2064.080078125,2030.6099853515625,2062.139892578125,3934010000,671.8099975585938,686.2000122070312,671.8099975585938,684.6500244140625
2015-01-09,4744.47021484375,4744.7099609375,4681.240234375,4704.06982421875,1715830000,2063.449951171875,2064.429931640625,2038.3299560546875,2044.81005859375,3364140000,685.9400024414062,688.22998046875,676.8200073242188,685.52001953125
2015-01-12,4714.06982421875,4715.81005859375,4650.64990234375,4664.7099609375,1861960000,2046.1300048828125,2049.300048828125,2022.5799560546875,2028.260009765625,3456460000,680.9199829101562,681.4000244140625,668.5,671.8200073242188
2015-01-13,4708.740234375,4751.33984375,4624.27978515625,4661.5,2162180000,2031.5799560546875,2056.929931640625,2008.25,2023.030029296875,4107300000,677.9500122070312,685.2899780273438,661.9099731445312,665.5800170898438
2015-01-14,4610.759765625,4655.3701171875,4595.97998046875,4639.31982421875,2073810000,2018.4000244140625,2018.4000244140625,1988.43994140625,2011.27001953125,4378680000,658.8300170898438,668.3300170898438,654.8699951171875,661.6500244140625
2015-01-15,4657.4599609375,4663.9599609375,4567.39013671875,4570.81982421875,1976260000,2013.75,2021.3499755859375,1991.469970703125,1992.6700439453125,4276720000,667.260009765625,670.4299926757812,655.8599853515625,656.510009765625
2015-01-16,4566.3798828125,4635.81982421875,4563.10986328125,4634.3798828125,1970520000,1992.25,2020.4599609375,1988.1199951171875,2019.4200439453125,4056410000,654.4199829101562,664.6199951171875,651.5800170898438,663.8599853515625
2015-01-20,4655.83984375,4665.64990234375,4601.10009765625,4654.85009765625,1835040000,2020.760009765625,2028.93994140625,2004.489990234375,2022.550048828125,3944340000,666.739990234375,673.0999755859375,662.1900024414062,670.5700073242188
2015-01-21,4641.9501953125,4692.4599609375,4629.58984375,4667.419921875,1847420000,2020.18994140625,2038.2900390625,2012.0400390625,2032.1199951171875,3730070000,667.5399780273438,681.2000122070312,666.739990234375,678.1599731445312
2015-01-22,4690.93017578125,4752.60009765625,4644.56982421875,4750.39990234375,1996550000,2034.300048828125,2064.6201171875,2026.3800048828125,2063.14990234375,4176050000,676.5,682.9099731445312,664.9199829101562,682.47998046875
2015-01-23,4748.18994140625,4771.18017578125,4737.9501953125,4757.8798828125,1653830000,2062.97998046875,2062.97998046875,2050.5400390625,2051.820068359375,3573560000,679.1799926757812,683.9299926757812,677.0599975585938,680.5399780273438
2015-01-26,4752.35986328125,4774.18017578125,4734.2001953125,4771.759765625,1717510000,2050.419921875,2057.6201171875,2040.969970703125,2057.090087890625,3465760000,677.5599975585938,683.5,674.2100219726562,682.3900146484375
2015-01-27,4698.22998046875,4721.8701171875,4659.830078125,4681.5,1954160000,2047.8599853515625,2047.8599853515625,2019.9100341796875,2029.550048828125,3329810000,672.1900024414062,676.2100219726562,665.489990234375,669.7899780273438
2015-01-28,4740.68994140625,4742.06005859375,4637.47998046875,4637.990234375,2118680000,2032.3399658203125,2042.489990234375,2001.489990234375,2002.1600341796875,4067530000,677.030029296875,684.1599731445312,665.8200073242188,666.0700073242188
2015-01-29,4635.72998046875,4688.41015625,4601.759765625,4683.41015625,2110710000,2002.449951171875,2024.6400146484375,1989.1800537109375,2021.25,4127140000,662.8099975585938,669.02001953125,654.4000244140625,666.6300048828125
2015-01-30,4671.2099609375,4703.81005859375,4631.10009765625,4635.240234375,2264230000,2019.3499755859375,2023.3199462890625,1993.3800048828125,1994.989990234375,4568650000,661.3200073242188,667.989990234375,652.4500122070312,653.1400146484375
2015-02-02,4650.60009765625,4676.68994140625,4580.4599609375,4676.68994140625,2006450000,1996.6700439453125,2021.6600341796875,1980.9000244140625,2020.8499755859375,4008330000,661.3200073242188,667.989990234375,652.4500122070312,653.1400146484375
2015-02-03,4693.25,4727.740234375,4670.81982421875,4727.740234375,2153520000,2022.7099609375,2050.300048828125,2022.7099609375,2050.030029296875,4615900000,657.75,667.1300048828125,656.8200073242188,666.9299926757812
2015-02-04,4699.81005859375,4744.330078125,4697.7900390625,4716.7001953125,2212960000,2048.860107421875,2054.739990234375,2036.719970703125,2041.510009765625,4141920000,664.4299926757812,673.7899780273438,664.2999877929688,669.1500244140625
2015-02-05,4729.64990234375,4767.3798828125,4722.7998046875,4765.10009765625,2036590000,2043.449951171875,2063.550048828125,2043.449951171875,2062.52001953125,3821990000,671.77001953125,675.780029296875,668.1400146484375,675.6900024414062
2015-02-06,4768.83984375,4787.18017578125,4731.22021484375,4744.39990234375,2034060000,2062.280029296875,2072.39990234375,2049.969970703125,2055.469970703125,4232970000,676.0399780273438,682.02001953125,670.02001953125,671.8400268554688
2015-02-09,4723.72998046875,4749.47021484375,4719.60986328125,4726.009765625,1654680000,2053.469970703125,2056.159912109375,2041.8800048828125,2046.739990234375,3549540000,669.510009765625,670.0599975585938,662.9500122070312,664.5399780273438
2015-02-10,4754.6298828125,4793.27001953125,4737.1201171875,4787.64013671875,1773730000,2049.3798828125,2070.860107421875,2048.6201171875,2068.590087890625,3669850000,672.239990234375,687.3200073242188,671.1400146484375,687.030029296875
2015-02-11,4788.3701171875,4810.35986328125,4780.1298828125,4801.18017578125,1793630000,2068.550048828125,2073.47998046875,2057.989990234375,2068.530029296875,3596860000,687.219970703125,691.6099853515625,684.3499755859375,689.25
2015-02-12,4828.080078125,4857.60986328125,4823.56982421875,4857.60986328125,2075470000,2069.97998046875,2088.530029296875,2069.97998046875,2088.47998046875,3788350000,692.4199829101562,700.1900024414062,691.7100219726562,700.1900024414062
2015-02-13,4869.72998046875,4893.83984375,4860.1201171875,4893.83984375,1942240000,2088.780029296875,2097.030029296875,2086.699951171875,2096.989990234375,3527450000,701.6400146484375,706.9400024414062,698.6699829101562,705.0800170898438
2015-02-17,4889.990234375,4901.89013671875,4880.64013671875,4899.27001953125,1751490000,2096.469970703125,2101.300048828125,2089.800048828125,2100.340087890625,3361750000,703.9199829101562,707.75,702.3699951171875,707.1400146484375
2015-02-18,4890.83984375,4907.5,4885.60009765625,4906.35986328125,1684800000,2099.159912109375,2100.22998046875,2092.14990234375,2099.679931640625,3370020000,704.5999755859375,707.02001953125,702.239990234375,705.1599731445312
2015-02-19,4901.509765625,4929.52978515625,4900.6298828125,4924.7001953125,1592890000,2099.25,2102.1298828125,2090.7900390625,2097.449951171875,3247100000,704.1599731445312,708.8599853515625,702.760009765625,706.9600219726562
2015-02-20,4919.77978515625,4957.02001953125,4905.58984375,4955.97021484375,1761140000,2097.64990234375,2110.610107421875,2085.43994140625,2110.300048828125,3281600000,704.6400146484375,711.510009765625,702.9400024414062,711.25
2015-02-23,4953.10009765625,4960.97021484375,4939.56005859375,4960.97021484375,1754850000,2109.830078125,2110.050048828125,2103.0,2109.659912109375,3093680000,710.4000244140625,710.469970703125,704.1599731445312,706.7000122070312
2015-02-24,4956.2099609375,4971.18017578125,4945.14013671875,4968.1201171875,1834890000,2109.10009765625,2117.93994140625,2105.8701171875,2115.47998046875,3199840000,704.8200073242188,716.2899780273438,702.0599975585938,716.1199951171875
2015-02-25,4960.35986328125,4984.240234375,4956.0,4967.14013671875,1848560000,2115.300048828125,2119.590087890625,2109.889892578125,2113.860107421875,3312340000,714.5599975585938,716.0599975585938,710.010009765625,711.989990234375
2015-02-26,4969.27001953125,4989.10986328125,4955.509765625,4987.89013671875,1905550000,2113.909912109375,2113.909912109375,2103.760009765625,2110.739990234375,3408690000,716.0800170898438,718.8099975585938,712.9600219726562,716.6699829101562
2015-02-27,4985.02978515625,4989.25,4960.8701171875,4963.52978515625,1955590000,2110.8798828125,2112.739990234375,2103.75,2104.5,3547380000,716.780029296875,718.5999755859375,712.7100219726562,714.6500244140625
2015-03-02,4973.43017578125,5008.56982421875,4972.009765625,5008.10009765625,1931110000,2105.22998046875,2117.52001953125,2104.5,2117.389892578125,3409490000,720.9199829101562,734.530029296875,720.8499755859375,734.510009765625
2015-03-03,4990.7001953125,4996.66015625,4956.06982421875,4979.89990234375,2018900000,2115.760009765625,2115.760009765625,2098.260009765625,2107.780029296875,3262300000,729.8099975585938,730.6900024414062,719.6500244140625,720.260009765625
2015-03-04,4961.240234375,4973.31982421875,4938.89990234375,4967.14013671875,1824830000,2107.719970703125,2107.719970703125,2094.489990234375,2098.530029296875,3421110000,717.97998046875,719.9199829101562,711.4600219726562,719.5399780273438
2015-03-05,4979.9501953125,4993.52001953125,4963.10009765625,4982.81005859375,1724200000,2098.5400390625,2104.25,2095.219970703125,2101.0400390625,3103030000,722.530029296875,724.280029296875,716.97998046875,720.25
2015-03-06,4967.240234375,4982.93017578125,4918.6298828125,4927.3701171875,1918220000,2100.909912109375,2100.909912109375,2067.27001953125,2071.260009765625,3853570000,717.9600219726562,719.2000122070312,710.6300048828125,712.4199829101562
2015-03-09,4936.080078125,4950.47021484375,4920.81982421875,4942.43994140625,1696510000,2072.25,2083.489990234375,2072.2099609375,2079.429931640625,3349090000,713.3200073242188,716.52001953125,711.2999877929688,715.030029296875
2015-03-10,4899.509765625,4903.43994140625,4859.7900390625,4859.7900390625,1876010000,2076.139892578125,2076.139892578125,2044.1600341796875,2044.1600341796875,3668900000,709.9099731445312,711.780029296875,701.280029296875,701.2999877929688
2015-03-11,4866.93994140625,4876.08984375,4846.7900390625,4849.93994140625,1846020000,2044.68994140625,2050.080078125,2039.68994140625,2040.239990234375,3406570000,705.0399780273438,710.4600219726562,702.8499755859375,703.1599731445312
2015-03-12,4853.97998046875,4895.7998046875,4853.2001953125,4893.2900390625,1855110000,2041.0999755859375,2066.409912109375,2041.0999755859375,2065.949951171875,3405860000,695.8699951171875,703.0599975585938,695.8300170898438,702.77001953125
2015-03-13,4885.5400390625,4904.47021484375,4842.7998046875,4871.759765625,1851410000,2064.56005859375,2064.56005859375,2041.1700439453125,2053.39990234375,3498560000,703.3099975585938,708.989990234375,700.0999755859375,707.7899780273438
2015-03-16,4897.27001953125,4929.93994140625,4889.08984375,4929.509765625,1713480000,2055.35009765625,2081.409912109375,2055.35009765625,2081.18994140625,3295600000,711.8699951171875,718.9099731445312,711.6400146484375,718.530029296875
2015-03-17,4912.64990234375,4944.91015625,4907.02001953125,4937.43017578125,1724370000,2080.590087890625,2080.590087890625,2065.080078125,2074.280029296875,3221840000,712.9199829101562,714.4400024414062,709.0800170898438,713.1900024414062
2015-03-18,4926.830078125,5001.56982421875,4907.72021484375,4982.830078125,1983570000,2072.840087890625,2106.85009765625,2061.22998046875,2099.5,4128210000,711.77001953125,721.8200073242188,703.6599731445312,718.47998046875
2015-03-19,4982.02001953125,5000.02001953125,4979.93994140625,4992.3798828125,1674970000,2098.68994140625,2098.68994140625,2085.56005859375,2089.27001953125,3305220000,717.8499755859375,721.969970703125,716.5700073242188,720.2000122070312
2015-03-20,5033.47021484375,5042.14013671875,5020.06982421875,5026.419921875,2825670000,2090.320068359375,2113.919921875,2090.320068359375,2108.10009765625,5554120000,725.9199829101562,732.72998046875,724.22998046875,730.9099731445312
2015-03-23,5020.60009765625,5031.39013671875,5010.97021484375,5010.97021484375,1608880000,2107.989990234375,2114.860107421875,2104.419921875,2104.419921875,3267960000,730.3099975585938,731.2999877929688,723.9500122070312,723.9600219726562
2015-03-24,5010.10009765625,5032.47998046875,4994.56005859375,4994.72998046875,1611670000,2103.93994140625,2107.6298828125,2091.5,2091.5,3189820000,723.8300170898438,725.25,717.6599731445312,717.780029296875
2015-03-25,5002.830078125,5006.759765625,4876.52001953125,4876.52001953125,2219520000,2093.10009765625,2097.429931640625,2061.050048828125,2061.050048828125,3521140000,717.3800048828125,717.3800048828125,683.97998046875,684.72998046875
2015-03-26,4835.7099609375,4889.2099609375,4825.93017578125,4863.35986328125,2004960000,2059.93994140625,2067.14990234375,2045.5,2056.14990234375,3510670000,665.989990234375,679.77001953125,660.5800170898438,675.239990234375
2015-03-27,4863.740234375,4899.259765625,4859.66015625,4891.22021484375,1678650000,2055.780029296875,2062.830078125,2052.9599609375,2061.02001953125,3008550000,676.6699829101562,697.1099853515625,673.9600219726562,694.3200073242188
2015-03-30,4921.77978515625,4948.4599609375,4921.1201171875,4947.43994140625,1778520000,2064.110107421875,2088.969970703125,2064.110107421875,2086.239990234375,2917690000,699.3300170898438,705.27001953125,694.97998046875,703.739990234375
2015-03-31,4925.91015625,4940.8701171875,4899.31005859375,4900.8798828125,1837660000,2084.050048828125,2084.050048828125,2067.0400390625,2067.889892578125,3376550000,699.6799926757812,702.47998046875,694.5700073242188,695.47998046875
2015-04-01,4894.35986328125,4899.3798828125,4844.39013671875,4880.22998046875,1874960000,2067.6298828125,2067.6298828125,2048.3798828125,2059.68994140625,3543270000,693.1699829101562,694.6300048828125,685.5700073242188,691.1900024414062
2015-04-02,4885.41015625,4901.330078125,4872.9599609375,4886.93994140625,1563670000,2060.030029296875,2072.169921875,2057.320068359375,2066.9599609375,3095960000,693.02001953125,696.27001953125,688.8099975585938,689.1699829101562
