date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi,mxf_dealer_long_oi,mxf_dealer_short_oi,mxf_dealer_net_oi,mxf_foreigner_long_oi,mxf_foreigner_short_oi,mxf_foreigner_net_oi,mxf_trust_long_oi,mxf_trust_short_oi,mxf_trust_net_oi,mxf_long_oi,mxf_short_oi,mxf_net_oi,open,high,low,close,volume
2009-06-30,6048,7857,-1809,27268,21846,5422,1212,4437,-3225,34528,34140,388,3191,2789,402,658,604,54,0,0,0,3849,3393,456,6421.0,6450.0,6301.0,6383.0,97666
2009-07-01,7559,8749,-1190,28364,22495,5869,1200,3846,-2646,37123,35090,2033,4833,3009,1824,856,0,856,0,0,0,5689,3009,2680,6414.0,6546.0,6361.0,6517.0,108225
2009-07-02,8355,8430,-75,27755,22804,4951,1206,3239,-2033,37316,34473,2843,5409,3058,2351,768,130,638,0,0,0,6177,3188,2989,6525.0,6626.0,6517.0,6590.0,96176
2009-07-03,8512,8522,-10,27119,22939,4180,1239,3496,-2257,36870,34957,1913,4757,3010,1747,839,801,38,0,0,0,5596,3811,1785,6547.0,6633.0,6520.0,6602.0,91953
2009-07-06,7975,8256,-281,28055,23173,4882,1305,2765,-1460,37335,34194,3141,4888,2968,1920,811,1102,-291,0,0,0,5699,4070,1629,6619.0,6631.0,6527.0,6588.0,90788
2009-07-07,8375,8150,225,27298,23110,4188,1348,2621,-1273,37021,33881,3140,4503,2535,1968,784,738,46,0,3,-3,5287,3276,2011,6588.0,6710.0,6578.0,6665.0,97969
2009-07-08,8580,7544,1036,25027,22490,2537,1343,3227,-1884,34950,33261,1689,2871,2331,540,558,723,-165,0,3,-3,3429,3057,372,6621.0,6637.0,6558.0,6627.0,92894
2009-07-09,10743,7920,2823,25812,26719,-907,1341,3166,-1825,37896,37805,91,3012,2489,523,471,272,199,0,3,-3,3483,2764,719,6627.0,6778.0,6625.0,6724.0,101563
2009-07-10,11054,7813,3241,26871,26038,833,1387,3017,-1630,39312,36868,2444,3832,2092,1740,474,790,-316,0,3,-3,4306,2885,1421,6735.0,6755.0,6676.0,6755.0,74365
2009-07-13,8073,7772,301,28993,29459,-466,1406,4293,-2887,38472,41524,-3052,2273,3235,-962,154,925,-771,0,3,-3,2427,4163,-1736,6739.0,6765.0,6443.0,6469.0,122838
2009-07-14,7986,7445,541,31313,30789,524,1912,3381,-1469,41211,41615,-404,5542,3873,1669,152,411,-259,0,3,-3,5694,4287,1407,6540.0,6609.0,6507.0,6580.0,79254
2009-07-15,3606,6354,-2748,25037,21636,3401,1888,2421,-533,30531,30411,120,2609,1229,1380,324,28,296,0,0,0,2933,1257,1676,6630.0,6782.0,6625.0,6763.0,66513
2009-07-16,4513,7215,-2702,24601,21231,3370,1872,2602,-730,30986,31048,-62,2396,1381,1015,505,0,505,0,0,0,2901,1381,1520,6748.0,6785.0,6661.0,6709.0,90133
2009-07-17,4951,8270,-3319,25430,21342,4088,1884,2506,-622,32265,32118,147,2661,1945,716,640,0,640,0,0,0,3301,1945,1356,6736.0,6802.0,6700.0,6756.0,79837
2009-07-20,5148,8458,-3310,26742,22278,4464,1871,2418,-547,33761,33154,607,2831,1792,1039,183,252,-69,0,0,0,3014,2044,970,6839.0,6884.0,6758.0,6859.0,86232
2009-07-21,5334,8976,-3642,27768,21451,6317,1909,2573,-664,35011,33000,2011,2816,1865,951,204,387,-183,0,0,0,3020,2252,768,6900.0,6912.0,6795.0,6874.0,91337
2009-07-22,5470,8965,-3495,27317,20701,6616,1924,2650,-726,34711,32316,2395,2394,2129,265,357,0,357,0,0,0,2751,2129,622,6870.0,6959.0,6847.0,6885.0,93603
2009-07-23,5440,9047,-3607,27216,20365,6851,1974,2725,-751,34630,32137,2493,2568,2189,379,336,6,330,0,0,0,2904,2195,709,6873.0,6955.0,6818.0,6881.0,94592
2009-07-24,5391,9519,-4128,26871,20957,5914,1980,2652,-672,34242,33128,1114,1607,2270,-663,243,520,-277,0,0,0,1850,2790,-940,6950.0,6963.0,6875.0,6897.0,75387
2009-07-27,5797,9510,-3713,26700,20154,6546,1981,2534,-553,34478,32198,2280,2016,2295,-279,200,69,131,0,0,0,2216,2364,-148,6950.0,7010.0,6896.0,6967.0,79395
2009-07-28,6825,8733,-1908,27732,19328,8404,1986,2508,-522,36543,30569,5974,2178,1740,438,700,0,700,0,0,0,2878,1740,1138,6962.0,7088.0,6951.0,7080.0,82604
2009-07-29,5995,9357,-3362,26689,20504,6185,2014,2400,-386,34698,32261,2437,1913,2075,-162,103,315,-212,0,0,0,2016,2390,-374,7099.0,7132.0,7021.0,7037.0,86739
2009-07-30,5568,9289,-3721,26138,21033,5105,2034,2297,-263,33740,32619,1121,2171,2912,-741,497,652,-155,0,0,0,2668,3564,-896,7025.0,7043.0,6870.0,6963.0,103156
2009-07-31,5513,8514,-3001,26371,21293,5078,2226,2008,218,34110,31815,2295,2453,2945,-492,1012,518,494,0,0,0,3465,3463,2,7009.0,7083.0,6955.0,7028.0,94020
2009-08-03,6426,7532,-1106,26279,24221,2058,2282,2052,230,34987,33805,1182,2470,3059,-589,498,744,-246,0,0,0,2968,3803,-835,7024.0,7028.0,6907.0,6982.0,92249
2009-08-04,4991,7967,-2976,28416,23906,4510,2279,2273,6,35686,34146,1540,2526,2431,95,315,914,-599,0,0,0,2841,3345,-504,7056.0,7070.0,6821.0,6881.0,121427
2009-08-05,4768,8915,-4147,29947,23710,6237,2334,2233,101,37049,34858,2191,2607,2582,25,531,477,54,0,0,0,3138,3059,79,6882.0,6948.0,6749.0,6772.0,115725
2009-08-06,4067,7394,-3327,30333,23965,6368,2365,2333,32,36765,33692,3073,3636,2384,1252,787,526,261,0,0,0,4423,2910,1513,6799.0,6833.0,6702.0,6803.0,116213
2009-08-10,5032,7209,-2177,30306,23856,6450,2370,2241,129,37708,33306,4402,4813,2596,2217,998,797,201,0,0,0,5811,3393,2418,6820.0,6854.0,6733.0,6814.0,87325
2009-08-11,4957,5482,-525,30927,23938,6989,2436,2224,212,38320,31644,6676,5124,2898,2226,1549,604,945,0,0,0,6673,3502,3171,6818.0,6895.0,6755.0,6895.0,88944
2009-08-12,4699,5717,-1018,29280,22818,6462,2443,2002,441,36422,30537,5885,4357,2859,1498,1567,722,845,0,0,0,5924,3581,2343,6849.0,6898.0,6815.0,6839.0,83658
2009-08-13,5934,4767,1167,31852,22262,9590,2441,2066,375,40227,29095,11132,4408,2220,2188,2138,376,1762,0,0,0,6546,2596,3950,6865.0,7031.0,6862.0,7013.0,102013
2009-08-14,6027,4100,1927,32289,22892,9397,2450,2056,394,40766,29048,11718,3987,1868,2119,1982,257,1725,0,0,0,5969,2125,3844,7049.0,7112.0,7020.0,7063.0,79285
2009-08-17,5074,5074,0,31679,24681,6998,2531,2169,362,39284,31924,7360,3377,1665,1712,1446,1022,424,0,0,0,4823,2687,2136,7010.0,7034.0,6899.0,6914.0,98803
2009-08-18,6697,7591,-894,30944,26086,4858,2551,2471,80,40192,36148,4044,3525,1834,1691,588,1069,-481,0,0,0,4113,2903,1210,6900.0,6908.0,6723.0,6817.0,118179
2009-08-19,1577,5983,-4406,22035,13338,8697,2537,2540,-3,26149,21861,4288,942,1389,-447,40,437,-397,0,0,0,982,1826,-844,6824.0,6844.0,6786.0,6795.0,47901
2009-08-20,1933,5951,-4018,21296,13720,7576,2563,2734,-171,25792,22405,3387,1215,1287,-72,40,609,-569,0,0,0,1255,1896,-641,6722.0,6733.0,6590.0,6693.0,107256
2009-08-21,2580,6762,-4182,24159,14450,9709,2538,2848,-310,29277,24060,5217,1654,1354,300,67,1531,-1464,0,0,0,1721,2885,-1164,6700.0,6770.0,6553.0,6592.0,121651
2009-08-24,3110,5318,-2208,28116,14464,13652,2617,2816,-199,33843,22598,11245,2979,1163,1816,169,449,-280,0,0,0,3148,1612,1536,6754.0,6835.0,6711.0,6808.0,96127
2009-08-25,3007,5630,-2623,29191,14234,14957,2619,2758,-139,34817,22622,12195,2233,1742,491,256,495,-239,0,0,0,2489,2237,252,6798.0,6827.0,6742.0,6760.0,92967
2009-08-26,2466,5761,-3295,29874,13836,16038,2617,2906,-289,34957,22503,12454,2182,1301,881,170,702,-532,0,0,0,2352,2003,349,6785.0,6802.0,6616.0,6703.0,129062
2009-08-27,2377,6844,-4467,29789,13606,16183,2601,3322,-721,34767,23772,10995,1658,1816,-158,104,735,-631,0,0,0,1762,2551,-789,6673.0,6727.0,6610.0,6645.0,108007
2009-08-28,3706,6012,-2306,29757,13784,15973,2623,3399,-776,36086,23195,12891,2286,2007,279,208,357,-149,0,0,0,2494,2364,130,6677.0,6810.0,6656.0,6754.0,108868
2009-08-31,2683,5932,-3249,31941,14474,17467,2607,3076,-469,37231,23482,13749,2141,2864,-723,170,1273,-1103,0,10,-10,2311,4147,-1836,6765.0,6808.0,6701.0,6756.0,95992
2009-09-01,4839,4485,354,33455,14696,18759,2623,2409,214,40917,21590,19327,3177,2639,538,146,217,-71,0,0,0,3323,2856,467,6757.0,7034.0,6736.0,7027.0,126480
2009-09-02,3927,3421,506,31002,15499,15503,2611,2450,161,37540,21370,16170,2423,712,1711,206,425,-219,0,11,-11,2629,1148,1481,6951.0,7049.0,6937.0,7026.0,107506
2009-09-03,4123,3558,565,32157,16170,15987,2602,2392,210,38882,22120,16762,1757,692,1065,191,410,-219,0,11,-11,1948,1113,835,7020.0,7123.0,6979.0,7094.0,112518
2009-09-04,4195,4542,-347,33614,16917,16697,2888,2189,699,40697,23648,17049,2741,856,1885,317,563,-246,0,4,-4,3058,1423,1635,7121.0,7169.0,7071.0,7155.0,97250
2009-09-07,5155,4733,422,33672,18012,15660,2890,2154,736,41717,24899,16818,2861,853,2008,566,1273,-707,0,4,-4,3427,2130,1297,7186.0,7227.0,7145.0,7221.0,81702
2009-09-08,5721,4850,871,30381,16286,14095,2880,2086,794,38982,23222,15760,2480,1948,532,631,1273,-642,0,0,0,3111,3221,-110,7250.0,7367.0,7181.0,7316.0,124697
2009-09-09,4840,5287,-447,30535,16115,14420,2634,2731,-97,38009,24133,13876,2423,2932,-509,731,1023,-292,0,0,0,3154,3955,-801,7316.0,7344.0,7248.0,7257.0,86455
2009-09-10,5889,5134,755,28268,24399,3869,2548,1920,628,36705,31453,5252,2910,3622,-712,688,751,-63,0,0,0,3598,4373,-775,7334.0,7758.0,7285.0,7360.0,161712
2009-09-11,6149,5329,820,27731,24586,3145,2527,1702,825,36407,31617,4790,2773,3785,-1012,422,974,-552,0,0,0,3195,4759,-1564,7329.0,7370.0,7291.0,7353.0,68490
2009-09-14,5725,5683,42,32199,27995,4204,2327,1698,629,40251,35376,4875,2111,3084,-973,369,987,-618,0,0,0,2480,4071,-1591,7307.0,7344.0,7204.0,7252.0,101737
2009-09-15,7111,6616,495,36188,32700,3488,2339,1183,1156,45638,40499,5139,2615,2967,-352,415,747,-332,0,0,0,3030,3714,-684,7289.0,7385.0,7253.0,7357.0,85200
2009-09-16,5410,3981,1429,21407,18612,2795,2580,1083,1497,29397,23676,5721,1316,608,708,598,187,411,0,0,0,1914,795,1119,7428.0,7460.0,7375.0,7444.0,58879
2009-09-17,7184,4301,2883,20958,21743,-785,2552,1214,1338,30694,27258,3436,1563,1204,359,346,103,243,0,0,0,1909,1307,602,7500.0,7517.0,7436.0,7466.0,98899
2009-09-18,6877,4088,2789,21519,20730,789,2666,1135,1531,31062,25953,5109,1587,855,732,919,83,836,0,2,-2,2506,940,1566,7441.0,7502.0,7408.0,7467.0,73594
2009-09-21,6871,3929,2942,22034,20830,1204,2591,1275,1316,31496,26034,5462,1756,845,911,456,77,379,0,2,-2,2212,924,1288,7481.0,7556.0,7398.0,7466.0,93350
2009-09-22,6691,3844,2847,21947,20795,1152,2498,1298,1200,31136,25937,5199,1755,1421,334,464,117,347,0,2,-2,2219,1540,679,7484.0,7506.0,7425.0,7454.0,67476
2009-09-23,7287,4487,2800,21673,21311,362,2526,1455,1071,31486,27253,4233,2086,1975,111,207,355,-148,0,3,-3,2293,2333,-40,7460.0,7520.0,7311.0,7347.0,122587
2009-09-24,6247,4499,1748,22059,20930,1129,2507,1494,1013,30813,26923,3890,2591,2045,546,185,219,-34,0,3,-3,2776,2267,509,7364.0,7375.0,7235.0,7295.0,99619
2009-09-25,6223,4151,2072,23236,20348,2888,2335,2164,171,31794,26663,5131,2105,1985,120,399,54,345,0,3,-3,2504,2042,462,7250.0,7340.0,7235.0,7338.0,79576
2009-09-28,5143,4680,463,22771,20218,2553,2339,2457,-118,30253,27355,2898,2480,1983,497,258,97,161,0,3,-3,2738,2083,655,7276.0,7327.0,7215.0,7280.0,81690
2009-09-29,8026,4388,3638,21784,20260,1524,2340,2466,-126,32150,27114,5036,3241,2511,730,662,281,381,0,3,-3,3903,2795,1108,7330.0,7431.0,7328.0,7405.0,88224
2009-09-30,9897,4289,5608,21602,20660,942,2312,2459,-147,33811,27408,6403,3711,2197,1514,1138,340,798,0,3,-3,4849,2540,2309,7427.0,7515.0,7411.0,7493.0,86999
2009-10-01,10408,5202,5206,21454,21398,56,2330,2632,-302,34192,29232,4960,4496,2284,2212,868,311,557,0,3,-3,5364,2598,2766,7538.0,7614.0,7455.0,7538.0,98150
2009-10-02,9135,4992,4143,19616,24055,-4439,2336,2940,-604,31087,31987,-900,3838,3001,837,241,333,-92,0,3,-3,4079,3337,742,7418.0,7450.0,7344.0,7352.0,89168
2009-10-05,8917,5153,3764,19784,21594,-1810,2336,2921,-585,31037,29668,1369,3989,2435,1554,510,302,208,0,3,-3,4499,2740,1759,7358.0,7398.0,7326.0,7392.0,68734
2009-10-06,10293,5030,5263,19866,20756,-890,2365,2704,-339,32524,28490,4034,4570,1286,3284,644,291,353,0,3,-3,5214,1580,3634,7428.0,7538.0,7395.0,7506.0,104990
2009-10-07,10122,4705,5417,19476,19865,-389,2370,2266,104,31968,26836,5132,4002,1034,2968,215,297,-82,0,3,-3,4217,1334,2883,7587.0,7609.0,7530.0,7589.0,79201
2009-10-08,8975,4478,4497,18726,20420,-1694,2371,2744,-373,30072,27642,2430,3708,1745,1963,46,458,-412,0,3,-3,3754,2206,1548,7590.0,7627.0,7448.0,7481.0,100041
2009-10-09,10530,5125,5405,18790,19149,-359,2628,2350,278,31948,26624,5324,4136,929,3207,572,404,168,0,3,-3,4708,1336,3372,7508.0,7565.0,7464.0,7552.0,86628
2009-10-12,11628,5137,6491,19308,20299,-991,2560,2256,304,33496,27692,5804,4776,941,3835,213,501,-288,0,3,-3,4989,1445,3544,7565.0,7594.0,7492.0,7576.0,84394
2009-10-13,12086,4936,7150,20166,19184,982,2681,2211,470,34933,26331,8602,4211,1186,3025,568,475,93,0,3,-3,4779,1664,3115,7509.0,7596.0,7276.0,7561.0,114719
2009-10-14,13932,5981,7951,20994,18170,2824,2605,1973,632,37531,26124,11407,6394,1532,4862,923,361,562,0,3,-3,7317,1896,5421,7599.0,7701.0,7591.0,7699.0,80060
2009-10-15,16649,6531,10118,20269,23270,-3001,2863,1911,952,39781,31712,8069,5146,1926,3220,641,351,290,0,3,-3,5787,2280,3507,7774.0,7786.0,7690.0,7710.0,97453
2009-10-16,16481,6281,10200,19357,24088,-4731,2737,1731,1006,38575,32100,6475,4880,1866,3014,987,337,650,0,3,-3,5867,2206,3661,7710.0,7732.0,7667.0,7694.0,75741
2009-10-19,17404,5910,11494,21176,23968,-2792,2731,1687,1044,41311,31565,9746,5006,1269,3737,1827,409,1418,0,14,-14,6833,1692,5141,7649.0,7762.0,7625.0,7753.0,73626
2009-10-20,16038,6881,9157,21917,26427,-4510,2734,1652,1082,40689,34960,5729,4233,974,3259,976,313,663,0,14,-14,5209,1301,3908,7792.0,7800.0,7731.0,7752.0,69904
2009-10-21,5435,2798,2637,14565,15920,-1355,2680,1688,992,22680,20406,2274,1274,1257,17,420,424,-4,0,14,-14,1694,1695,-1,7743.0,7758.0,7660.0,7706.0,60536
2009-10-22,6268,3388,2880,14636,16398,-1762,1869,2044,-175,22773,21830,943,1924,2642,-718,41,776,-735,0,14,-14,1965,3432,-1467,7609.0,7669.0,7524.0,7573.0,110014
2009-10-23,6062,3906,2156,15663,15825,-162,1861,1971,-110,23586,21702,1884,2323,1656,667,122,371,-249,0,14,-14,2445,2041,404,7594.0,7632.0,7571.0,7596.0,62746
2009-10-26,5643,3751,1892,16975,15032,1943,1867,1983,-116,24485,20766,3719,2385,1006,1379,454,152,302,0,14,-14,2839,1172,1667,7619.0,7765.0,7611.0,7643.0,83612
2009-10-27,5803,3388,2415,15315,14952,363,1866,2012,-146,22984,20352,2632,2485,2028,457,123,126,-3,0,14,-14,2608,2168,440,7609.0,7647.0,7537.0,7644.0,90053
2009-10-28,5258,3945,1313,12374,18333,-5959,1583,2545,-962,19215,24823,-5608,3017,2773,244,36,1036,-1000,0,14,-14,3053,3823,-770,7602.0,7650.0,7502.0,7508.0,115957
2009-10-29,4741,3981,760,11408,21066,-9658,1569,2110,-541,17718,27157,-9439,3540,3694,-154,102,1476,-1374,0,14,-14,3642,5184,-1542,7360.0,7404.0,7205.0,7322.0,127331
2009-10-30,4395,4505,-110,13740,20486,-6746,1609,2224,-615,19744,27215,-7471,3843,2967,876,78,1647,-1569,0,14,-14,3921,4628,-707,7375.0,7392.0,7278.0,7285.0,83450
2009-11-02,4761,5521,-760,16558,20261,-3703,1609,3413,-1804,22928,29195,-6267,3902,3625,277,140,612,-472,0,14,-14,4042,4251,-209,7150.0,7295.0,7135.0,7278.0,91237
2009-11-03,5266,5453,-187,16679,20488,-3809,1829,3374,-1545,23774,29315,-5541,4453,4262,191,184,1268,-1084,0,14,-14,4637,5544,-907,7278.0,7320.0,7253.0,7274.0,72941
2009-11-04,6955,5111,1844,17624,19950,-2326,1896,2686,-790,26475,27747,-1272,4226,3233,993,212,1424,-1212,0,14,-14,4438,4671,-233,7315.0,7443.0,7308.0,7439.0,88160
2009-11-05,5606,4240,1366,18372,20517,-2145,1897,2480,-583,25875,27237,-1362,4411,3717,694,289,1672,-1383,0,14,-14,4700,5403,-703,7409.0,7460.0,7375.0,7409.0,84857
2009-11-06,5804,4356,1448,18270,21947,-3677,1911,2331,-420,25985,28634,-2649,4909,3764,1145,327,1887,-1560,0,14,-14,5236,5665,-429,7502.0,7524.0,7440.0,7478.0,75178
2009-11-09,7236,5104,2132,19452,23770,-4318,1916,2174,-258,28604,31048,-2444,5839,4100,1739,278,1777,-1499,0,14,-14,6117,5891,226,7540.0,7576.0,7505.0,7549.0,73533
2009-11-10,8341,4844,3497,19067,24355,-5288,1844,2065,-221,29252,31264,-2012,6828,3830,2998,309,1966,-1657,0,14,-14,7137,5810,1327,7630.0,7639.0,7572.0,7589.0,63116
2009-11-11,11305,4309,6996,19680,25295,-5615,1898,1771,127,32883,31375,1508,5289,4079,1210,315,1198,-883,0,14,-14,5604,5291,313,7615.0,7683.0,7551.0,7681.0,101971
2009-11-12,11778,4277,7501,20140,25021,-4881,1907,2012,-105,33825,31310,2515,5251,3846,1405,164,1187,-1023,0,14,-14,5415,5047,368,7695.0,7711.0,7665.0,7686.0,65745
2009-11-13,12757,4948,7809,19430,26230,-6800,1974,1692,282,34161,32870,1291,5751,4613,1138,158,1271,-1113,0,14,-14,5909,5898,11,7660.0,7719.0,7627.0,7672.0,75594
2009-11-16,14486,5341,9145,24115,30354,-6239,1775,1574,201,40376,37269,3107,5386,3462,1924,228,875,-647,0,14,-14,5614,4351,1263,7688.0,7808.0,7676.0,7806.0,83204
2009-11-17,13631,5889,7742,25555,33742,-8187,1486,1508,-22,40672,41139,-467,4614,3410,1204,236,1591,-1355,0,3,-3,4850,5004,-154,7989.0,7997.0,7730.0,7735.0,120252
2009-11-18,6930,2770,4160,18130,23590,-5460,1551,1254,297,26611,27614,-1003,2255,556,1699,354,34,320,0,2,-2,2609,592,2017,7788.0,7803.0,7750.0,7787.0,42101
2009-11-19,6522,3012,3510,17972,23597,-5625,1551,1450,101,26045,28059,-2014,2396,1416,980,622,123,499,0,2,-2,3018,1541,1477,7756.0,7788.0,7700.0,7700.0,78989
2009-11-20,5509,3312,2197,17954,22684,-4730,1606,1534,72,25069,27530,-2461,2467,1557,910,253,29,224,0,2,-2,2720,1588,1132,7672.0,7709.0,7606.0,7672.0,92058
2009-11-23,5069,3462,1607,17559,23223,-5664,1569,1523,46,24197,28208,-4011,2497,2460,37,353,66,287,0,2,-2,2850,2528,322,7660.0,7694.0,7636.0,7691.0,49686
2009-11-24,5856,3452,2404,17460,23598,-6138,1561,1596,-35,24877,28646,-3769,2527,2697,-170,189,257,-68,0,2,-2,2716,2956,-240,7693.0,7719.0,7677.0,7700.0,50194
2009-11-25,7285,3869,3416,17390,23409,-6019,1574,1254,320,26249,28532,-2283,2575,2384,191,361,52,309,0,2,-2,2936,2438,498,7695.0,7785.0,7686.0,7776.0,81022
2009-11-26,7304,3616,3688,16822,24660,-7838,1565,1330,235,25691,29606,-3915,2461,2122,339,225,294,-69,0,2,-2,2686,2418,268,7774.0,7825.0,7732.0,7743.0,75629
2009-11-27,5950,4482,1468,15908,25994,-10086,1462,1577,-115,23320,32053,-8733,2773,3487,-714,184,1396,-1212,0,3,-3,2957,4886,-1929,7625.0,7630.0,7436.0,7440.0,109681
2009-11-30,7055,4286,2769,15974,24724,-8750,1530,1540,-10,24559,30550,-5991,2686,3113,-427,162,1433,-1271,0,3,-3,2848,4549,-1701,7558.0,7592.0,7540.0,7557.0,59762
2009-12-01,7316,4237,3079,18604,23595,-4991,1533,1569,-36,27453,29401,-1948,2679,2502,177,181,565,-384,0,3,-3,2860,3070,-210,7570.0,7670.0,7512.0,7639.0,90333
2009-12-02,8382,4431,3951,18660,24611,-5951,1551,1306,245,28593,30348,-1755,2789,2758,31,178,1015,-837,0,0,0,2967,3773,-806,7675.0,7721.0,7655.0,7689.0,73228
2009-12-03,9080,4304,4776,18433,25315,-6882,1486,1334,152,28999,30953,-1954,2639,2637,2,162,1467,-1305,0,0,0,2801,4104,-1303,7740.0,7757.0,7640.0,7697.0,80219
2009-12-04,9156,5109,4047,18496,25511,-7015,1530,1431,99,29182,32051,-2869,2646,3742,-1096,160,1212,-1052,0,0,0,2806,4954,-2148,7677.0,7710.0,7590.0,7592.0,69102
2009-12-07,11706,4855,6851,19333,24485,-5152,1623,1296,327,32662,30636,2026,2745,2756,-11,191,717,-526,0,0,0,2936,3473,-537,7649.0,7782.0,7616.0,7754.0,88669
2009-12-08,11991,5202,6789,18832,24930,-6098,1629,1266,363,32452,31398,1054,2992,3533,-541,175,1098,-923,0,0,0,3167,4631,-1464,7750.0,7774.0,7710.0,7757.0,72028
2009-12-09,13246,5865,7381,19306,25587,-6281,1629,1176,453,34181,32628,1553,2837,3192,-355,313,773,-460,0,0,0,3150,3965,-815,7719.0,7794.0,7706.0,7793.0,65111
2009-12-10,10309,5573,4736,21019,25721,-4702,1502,1471,31,32830,32765,65,2513,5148,-2635,166,1313,-1147,0,0,0,2679,6461,-3782,7799.0,7807.0,7590.0,7639.0,128000
2009-12-11,11192,4905,6287,22791,24583,-1792,1473,1375,98,35456,30863,4593,3959,3423,536,255,1233,-978,0,0,0,4214,4656,-442,7657.0,7793.0,7642.0,7792.0,94856
2009-12-14,11123,4690,6433,25370,26332,-962,1635,899,736,38128,31921,6207,3134,3524,-390,203,1032,-829,0,0,0,3337,4556,-1219,7789.0,7845.0,7735.0,7831.0,97062
2009-12-15,12178,4483,7695,26574,29966,-3392,1530,920,610,40282,35369,4913,2833,3950,-1117,169,1532,-1363,0,0,0,3002,5482,-2480,7840.0,7849.0,7781.0,7799.0,70162
2009-12-16,4246,3336,910,16502,15649,853,1660,882,778,22408,19867,2541,830,1130,-300,290,680,-390,0,0,0,1120,1810,-690,7809.0,7817.0,7706.0,7753.0,64166
2009-12-17,4319,3938,381,17750,15723,2027,1622,1221,401,23691,20882,2809,1342,1052,290,177,674,-497,0,0,0,1519,1726,-207,7713.0,7798.0,7666.0,7691.0,106265
2009-12-18,3459,3755,-296,18044,15386,2658,1672,1176,496,23175,20317,2858,2052,1241,811,175,506,-331,0,0,0,2227,1747,480,7662.0,7713.0,7611.0,7701.0,77636
2009-12-21,4816,3668,1148,18266,15017,3249,1694,969,725,24776,19654,5122,2060,1287,773,470,346,124,0,0,0,2530,1633,897,7701.0,7790.0,7701.0,7753.0,74447
2009-12-22,5551,3480,2071,20115,14702,5413,1710,759,951,27376,18941,8435,2220,1447,773,922,307,615,0,0,0,3142,1754,1388,7788.0,7834.0,7773.0,7831.0,67618
2009-12-23,6935,3099,3836,20535,14695,5840,1706,757,949,29176,18551,10625,2980,1553,1427,1379,236,1143,0,0,0,4359,1789,2570,7844.0,7879.0,7818.0,7867.0,62343
2009-12-24,7461,2512,4949,21932,15016,6916,1623,901,722,31016,18429,12587,2716,1352,1364,1760,103,1657,0,0,0,4476,1455,3021,7888.0,7974.0,7871.0,7953.0,79018
2009-12-25,7726,2396,5330,22344,15006,7338,1642,882,760,31712,18284,13428,2670,1430,1240,1633,75,1558,0,0,0,4303,1505,2798,7960.0,7987.0,7945.0,7983.0,40328
2009-12-28,9588,2819,6769,23043,16930,6113,1771,843,928,34402,20592,13810,2460,1210,1250,713,173,540,0,0,0,3173,1383,1790,7995.0,8078.0,7976.0,8045.0,73145
2009-12-29,9778,2761,7017,23096,17903,5193,1674,833,841,34548,21497,13051,2528,941,1587,641,156,485,0,0,0,3169,1097,2072,8033.0,8063.0,8022.0,8059.0,53930
2009-12-30,9806,2877,6929,23253,18283,4970,1674,833,841,34733,21993,12740,2397,1091,1306,810,134,676,0,0,0,3207,1225,1982,8050.0,8115.0,8043.0,8091.0,59359
2009-12-31,12432,3298,9134,21806,19008,2798,1621,851,770,35859,23157,12702,2412,880,1532,860,155,705,0,0,0,3272,1035,2237,8106.0,8205.0,8105.0,8205.0,67209
2010-01-04,13197,4562,8635,23128,20483,2645,1627,843,784,37952,25888,12064,2275,943,1332,370,249,121,0,0,0,2645,1192,1453,8203.0,8211.0,8101.0,8166.0,84131
2010-01-05,13724,3683,10041,24675,22319,2356,1534,814,720,39933,26816,13117,3797,959,2838,248,618,-370,0,0,0,4045,1577,2468,8212.0,8260.0,8125.0,8178.0,108012
2010-01-06,16969,5064,11905,27376,23386,3990,1705,859,846,46050,29309,16741,5882,1185,4697,403,314,89,0,0,0,6285,1499,4786,8197.0,8336.0,8179.0,8320.0,120081
2010-01-07,17788,4366,13422,22582,25908,-3326,1745,806,939,42115,31080,11035,4465,1467,2998,248,1696,-1448,0,0,0,4713,3163,1550,8335.0,8355.0,8230.0,8259.0,120555
2010-01-08,19001,5638,13363,22734,27464,-4730,1753,881,872,43488,33983,9505,4733,1328,3405,168,2216,-2048,0,0,0,4901,3544,1357,8287.0,8297.0,8183.0,8278.0,104771
2010-01-11,19552,5833,13719,25838,28121,-2283,1756,740,1016,47146,34694,12452,3990,1589,2401,162,2359,-2197,0,0,0,4152,3948,204,8278.0,8353.0,8251.0,8325.0,88096
2010-01-12,20188,6142,14046,25508,28846,-3338,1804,664,1140,47500,35652,11848,4314,1917,2397,173,2776,-2603,0,0,0,4487,4693,-206,8318.0,8337.0,8246.0,8308.0,99739
2010-01-13,19999,8082,11917,25111,31208,-6097,1777,839,938,46887,40129,6758,4570,2929,1641,181,3039,-2858,0,0,0,4751,5968,-1217,8259.0,8275.0,8191.0,8215.0,108932
2010-01-14,22739,7975,14764,27015,33146,-6131,1815,705,1110,51569,41826,9743,6085,2473,3612,200,2463,-2263,0,0,0,6285,4936,1349,8246.0,8328.0,8236.0,8301.0,81125
