date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi,mxf_dealer_long_oi,mxf_dealer_short_oi,mxf_dealer_net_oi,mxf_foreigner_long_oi,mxf_foreigner_short_oi,mxf_foreigner_net_oi,mxf_trust_long_oi,mxf_trust_short_oi,mxf_trust_net_oi,mxf_long_oi,mxf_short_oi,mxf_net_oi,open,high,low,close,volume
2015-05-04,9219,5830,3389,56154,54110,2044,1839,3921,-2082,67212,63861,3351,12537,8410,4127,6910,5812,1098,202,0,202,19649,14222,5427,9897.0,9911.0,9824.0,9886.0,112699
2015-05-05,8333,6025,2308,54953,55626,-673,1832,3960,-2128,65118,65611,-493,13351,9045,4306,7577,6827,750,202,0,202,21130,15872,5258,9866.0,9878.0,9814.0,9849.0,102568
2015-05-06,9081,6846,2235,56440,58268,-1828,1775,3817,-2042,67296,68931,-1635,14151,9531,4620,8020,7267,753,202,0,202,22373,16798,5575,9802.0,9865.0,9763.0,9847.0,117999
2015-05-07,9478,9242,236,51340,59706,-8366,1576,3891,-2315,62394,72839,-10445,13407,11667,1740,2028,8749,-6721,202,0,202,15637,20416,-4779,9786.0,9808.0,9745.0,9753.0,130534
2015-05-08,8572,8870,-298,50859,62733,-11874,1440,3953,-2513,60871,75556,-14685,14303,12051,2252,2028,9903,-7875,202,0,202,16533,21954,-5421,9769.0,9783.0,9713.0,9721.0,92550
2015-05-11,10673,9991,682,51365,67352,-15987,1475,3962,-2487,63513,81305,-17792,16693,14329,2364,1987,11016,-9029,202,0,202,18882,25345,-6463,9800.0,9814.0,9657.0,9723.0,155184
2015-05-12,9349,8270,1079,55287,71519,-16232,1473,4455,-2982,66109,84244,-18135,15988,14233,1755,2021,11543,-9522,202,0,202,18211,25776,-7565,9707.0,9748.0,9673.0,9706.0,115207
2015-05-13,9012,9142,-130,58301,72753,-14452,1498,4495,-2997,68811,86390,-17579,13212,8103,5109,2063,11661,-9598,202,0,202,15477,19764,-4287,9712.0,9776.0,9697.0,9739.0,114681
2015-05-14,10417,8880,1537,52377,75207,-22830,1459,4796,-3337,64253,88883,-24630,14779,12877,1902,1750,12511,-10761,202,0,202,16731,25388,-8657,9737.0,9741.0,9599.0,9604.0,138661
2015-05-15,10692,9615,1077,49493,67488,-17995,1443,4829,-3386,61628,81932,-20304,15323,12489,2834,1751,12979,-11228,202,0,202,17276,25468,-8192,9635.0,9642.0,9541.0,9575.0,129471
2015-05-18,10756,8964,1792,49547,67237,-17690,1522,4575,-3053,61825,80776,-18951,14872,11572,3300,1972,13032,-11060,202,0,202,17046,24604,-7558,9612.0,9614.0,9552.0,9598.0,102650
2015-05-19,9908,8120,1788,57543,70393,-12850,1722,4217,-2495,69173,82730,-13557,15090,8489,6601,2197,12892,-10695,202,0,202,17489,21381,-3892,9616.0,9723.0,9602.0,9702.0,131463
2015-05-20,8230,2765,5465,34919,50854,-15935,1657,3874,-2217,44806,57493,-12687,4171,2727,1444,2047,11709,-9662,202,0,202,6420,14436,-8016,9704.0,9725.0,9657.0,9668.0,73133
2015-05-21,9282,3372,5910,33590,51634,-18044,1622,4086,-2464,44494,59092,-14598,5437,6197,-760,1834,12416,-10582,202,0,202,7473,18613,-11140,9645.0,9648.0,9512.0,9541.0,128659
2015-05-22,9279,3179,6100,34832,47620,-12788,1753,4080,-2327,45864,54879,-9015,7939,4275,3664,2079,12021,-9942,202,0,202,10220,16296,-6076,9562.0,9649.0,9546.0,9625.0,110540
2015-05-25,9139,2982,6157,35496,45278,-9782,1733,4077,-2344,46368,52337,-5969,9046,4505,4541,2073,12120,-10047,202,0,202,11321,16625,-5304,9603.0,9640.0,9550.0,9630.0,94010
2015-05-26,9004,3137,5867,34447,44373,-9926,1803,3803,-2000,45254,51313,-6059,9487,5583,3904,1932,12266,-10334,202,0,202,11621,17849,-6228,9613.0,9725.0,9606.0,9659.0,113898
2015-05-27,6443,3792,2651,37606,42193,-4587,1791,3896,-2105,45840,49881,-4041,7792,3346,4446,2182,12123,-9941,202,0,202,10176,15469,-5293,9607.0,9698.0,9601.0,9661.0,109490
2015-05-28,7001,3544,3457,40653,41769,-1116,1809,3673,-1864,49463,48986,477,10695,3951,6744,2124,12089,-9965,202,0,202,13021,16040,-3019,9711.0,9750.0,9683.0,9731.0,113114
2015-05-29,7218,3254,3964,39757,45602,-5845,1780,3729,-1949,48755,52585,-3830,9748,5019,4729,2014,12291,-10277,202,0,202,11964,17310,-5346,9741.0,9765.0,9688.0,9703.0,105530
2015-06-01,8351,4003,4348,37995,48902,-10907,1595,3923,-2328,47941,56828,-8887,10094,7541,2553,1980,12828,-10848,202,0,202,12276,20369,-8093,9668.0,9713.0,9601.0,9630.0,117845
2015-06-02,6803,4409,2394,38886,45681,-6795,1577,4104,-2527,47266,54194,-6928,10390,8509,1881,2021,12339,-10318,202,0,202,12613,20848,-8235,9586.0,9639.0,9565.0,9607.0,103681
2015-06-03,8178,3841,4337,29635,47476,-17841,1568,4153,-2585,39381,55470,-16089,5088,6878,-1790,2008,12854,-10846,202,0,202,7298,19732,-12434,9640.0,9648.0,9535.0,9547.0,124180
2015-06-04,9532,5497,4035,26099,51269,-25170,1402,4772,-3370,37033,61538,-24505,5945,9298,-3353,2001,12685,-10684,202,0,202,8148,21983,-13835,9531.0,9553.0,9301.0,9310.0,202135
2015-06-05,8469,6020,2449,29957,50706,-20749,1436,4670,-3234,39862,61396,-21534,6789,9261,-2472,2068,12309,-10241,202,0,202,9059,21570,-12511,9324.0,9347.0,9269.0,9308.0,125037
2015-06-08,8687,5132,3555,30368,51707,-21339,1472,4538,-3066,40527,61377,-20850,8262,10063,-1801,2263,12148,-9885,202,0,202,10727,22211,-11484,9312.0,9404.0,9235.0,9348.0,134575
2015-06-09,7606,7150,456,33877,52023,-18146,1444,4755,-3311,42927,63928,-21001,9196,11616,-2420,2284,12054,-9770,202,0,202,11682,23670,-11988,9303.0,9346.0,9201.0,9237.0,142752
2015-06-10,7928,7392,536,35512,53993,-18481,1502,4368,-2866,44942,65753,-20811,7759,9491,-1732,2351,11969,-9618,202,0,202,10312,21460,-11148,9256.0,9328.0,9252.0,9284.0,122486
2015-06-11,7856,6098,1758,35361,54499,-19138,1440,4390,-2950,44657,64987,-20330,7708,9114,-1406,2401,11958,-9557,202,0,202,10311,21072,-10761,9328.0,9333.0,9224.0,9288.0,119493
2015-06-12,9265,7672,1593,39084,55662,-16578,1467,4432,-2965,49816,67766,-17950,8393,10389,-1996,2417,12063,-9646,202,0,202,11012,22452,-11440,9272.0,9314.0,9230.0,9267.0,106398
2015-06-15,7526,7116,410,37309,52112,-14803,1483,4470,-2987,46318,63698,-17380,8234,8430,-196,2495,12025,-9530,202,0,202,10931,20455,-9524,9272.0,9318.0,9220.0,9244.0,119565
2015-06-16,7563,7434,129,38197,52499,-14302,1561,4780,-3219,47321,64713,-17392,8832,10169,-1337,2366,12188,-9822,202,0,202,11400,22357,-10957,9244.0,9258.0,9164.0,9215.0,119914
2015-06-17,6809,2748,4061,20564,30938,-10374,1619,4472,-2853,28992,38158,-9166,3231,7485,-4254,461,10872,-10411,202,0,202,3894,18357,-14463,9215.0,9237.0,9177.0,9182.0,61706
2015-06-18,7509,2649,4860,22391,30865,-8474,1681,4708,-3027,31581,38222,-6641,3686,7910,-4224,550,10896,-10346,202,0,202,4438,18806,-14368,9044.0,9078.0,9011.0,9049.0,101634
2015-06-22,7622,3043,4579,26520,31163,-4643,1846,4338,-2492,35988,38544,-2556,4432,6790,-2358,342,10753,-10411,202,0,202,4976,17543,-12567,9108.0,9203.0,9105.0,9182.0,103562
2015-06-23,8151,2880,5271,26838,32219,-5381,1846,4277,-2431,36835,39376,-2541,4587,6551,-1964,190,10718,-10528,202,0,202,4979,17269,-12290,9221.0,9268.0,9208.0,9231.0,106239
2015-06-24,6602,3458,3144,28507,27678,829,1806,4117,-2311,36915,35253,1662,3670,4454,-784,217,10566,-10349,202,0,202,4089,15020,-10931,9215.0,9248.0,9193.0,9247.0,80540
2015-06-25,5981,3983,1998,31951,29061,2890,1902,3920,-2018,39834,36964,2870,5746,6012,-266,358,10380,-10022,202,0,202,6306,16392,-10086,9268.0,9370.0,9263.0,9340.0,134204
2015-06-26,6755,3615,3140,30318,31019,-701,2455,3794,-1339,39528,38428,1100,6444,6399,45,435,10404,-9969,221,0,221,7100,16803,-9703,9348.0,9348.0,9300.0,9321.0,72218
2015-06-29,7044,5047,1997,28611,30496,-1885,2687,4030,-1343,38342,39573,-1231,6301,8229,-1928,258,10613,-10355,243,0,243,6802,18842,-12040,9195.0,9222.0,9109.0,9138.0,128844
2015-06-30,6033,5159,874,31571,28610,2961,2820,4058,-1238,40424,37827,2597,7116,7505,-389,516,10424,-9908,248,0,248,7880,17929,-10049,9146.0,9217.0,9124.0,9212.0,103641
2015-07-01,6130,4012,2118,33160,27027,6133,2943,3885,-942,42233,34924,7309,5307,3721,1586,685,10442,-9757,248,0,248,6240,14163,-7923,9185.0,9319.0,9184.0,9294.0,124416
2015-07-02,7206,3058,4148,31393,28326,3067,3133,3854,-721,41732,35238,6494,5698,4235,1463,429,10442,-10013,248,0,248,6375,14677,-8302,9300.0,9325.0,9260.0,9277.0,91473
2015-07-03,7140,2928,4212,32349,28689,3660,3157,3854,-697,42646,35471,7175,7044,5721,1323,321,8816,-8495,252,0,252,7617,14537,-6920,9258.0,9305.0,9171.0,9304.0,133033
2015-07-06,6885,3646,3239,32055,30122,1933,3150,3982,-832,42090,37750,4340,7398,8170,-772,204,8944,-8740,252,0,252,7854,17114,-9260,9235.0,9297.0,9182.0,9197.0,124973
2015-07-07,5958,5237,721,34587,29743,4844,3091,3914,-823,43636,38894,4742,7057,8445,-1388,166,8835,-8669,252,0,252,7475,17280,-9805,9260.0,9303.0,9210.0,9242.0,131787
2015-07-08,7572,5394,2178,30634,37454,-6820,2970,4472,-1502,41176,47320,-6144,3374,9843,-6469,103,10002,-9899,257,0,257,3734,19845,-16111,9205.0,9210.0,8912.0,8943.0,208496
2015-07-09,8224,5663,2561,29493,36639,-7146,2990,4740,-1750,40707,47042,-6335,3855,10338,-6483,91,9470,-9379,257,0,257,4203,19808,-15605,8801.0,8939.0,8724.0,8873.0,193187
2015-07-13,12527,6035,6492,34252,37659,-3407,3088,4502,-1414,49867,48196,1671,5088,7481,-2393,122,9103,-8981,262,0,262,5472,16584,-11112,8935.0,9005.0,8902.0,8994.0,156806
2015-07-14,10514,4917,5597,38606,38860,-254,3385,4405,-1020,52505,48182,4323,5676,6742,-1066,328,9259,-8931,269,0,269,6273,16001,-9728,9040.0,9084.0,8982.0,8984.0,136144
2015-07-15,5119,2817,2302,28110,27754,356,3685,4321,-636,36914,34892,2022,3940,4893,-953,168,8415,-8247,94,180,-86,4202,13488,-9286,9040.0,9078.0,8989.0,9030.0,88463
2015-07-16,5426,3042,2384,25914,29026,-3112,3774,3870,-96,35114,35938,-824,5065,6610,-1545,199,8422,-8223,94,180,-86,5358,15212,-9854,8935.0,8983.0,8900.0,8918.0,132945
2015-07-17,5657,2864,2793,27360,27826,-466,3709,3855,-146,36726,34545,2181,6043,6580,-537,273,8452,-8179,94,180,-86,6410,15212,-8802,8906.0,8935.0,8871.0,8912.0,112382
2015-07-20,5350,3945,1405,26439,29542,-3103,3705,3929,-224,35494,37416,-1922,7207,9341,-2134,196,8620,-8424,95,180,-85,7498,18141,-10643,8970.0,9027.0,8804.0,8851.0,155272
2015-07-21,5335,3929,1406,26747,25584,1163,3718,4013,-295,35800,33526,2274,8675,8493,182,254,8442,-8188,95,180,-85,9024,17115,-8091,8887.0,8940.0,8815.0,8936.0,130287
2015-07-22,4612,5100,-488,22927,30124,-7197,3777,3981,-204,31316,39205,-7889,3337,8163,-4826,154,9064,-8910,101,180,-79,3592,17407,-13815,8882.0,8883.0,8795.0,8815.0,141837
2015-07-23,6053,5211,842,21027,31757,-10730,3785,4267,-482,30865,41235,-10370,3987,10463,-6476,119,9150,-9031,88,180,-92,4194,19793,-15599,8778.0,8822.0,8670.0,8755.0,172952
2015-07-24,5878,5177,701,21291,31448,-10157,3731,4446,-715,30900,41071,-10171,4335,11380,-7045,124,9363,-9239,88,180,-92,4547,20923,-16376,8720.0,8740.0,8653.0,8684.0,119108
2015-07-27,6425,6835,-410,23368,30034,-6666,3590,4718,-1128,33383,41587,-8204,4518,13633,-9115,71,9250,-9179,96,180,-84,4685,23063,-18378,8637.0,8670.0,8493.0,8522.0,166804
2015-07-28,6804,6907,-103,22283,32130,-9847,3597,4267,-670,32684,43304,-10620,4446,15514,-11068,66,9416,-9350,96,180,-84,4608,25110,-20502,8500.0,8591.0,8480.0,8541.0,144721
2015-07-29,7497,6772,725,22356,33763,-11407,3717,4264,-547,33570,44799,-11229,2745,13363,-10618,74,9114,-9040,98,180,-82,2917,22657,-19740,8533.0,8548.0,8440.0,8484.0,163354
2015-07-30,6847,6879,-32,24903,30898,-5995,3620,4048,-428,35370,41825,-6455,3500,10097,-6597,725,8789,-8064,98,180,-82,4323,19066,-14743,8520.0,8632.0,8509.0,8610.0,145799
2015-07-31,7110,5804,1306,23791,34003,-10212,3651,3910,-259,34552,43717,-9165,3056,9683,-6627,128,8987,-8859,98,180,-82,3282,18850,-15568,8593.0,8606.0,8508.0,8570.0,134719
2015-08-03,5927,6808,-881,27534,33850,-6316,3550,3964,-414,37011,44622,-7611,4046,8832,-4786,130,8861,-8731,103,180,-77,4279,17873,-13594,8546.0,8548.0,8400.0,8452.0,136785
2015-08-04,4364,8859,-4495,27326,31418,-4092,3443,3963,-520,35133,44240,-9107,3720,9341,-5621,195,8822,-8627,103,180,-77,4018,18343,-14325,8487.0,8552.0,8416.0,8465.0,167590
2015-08-05,5353,7936,-2583,25663,30177,-4514,3470,3764,-294,34486,41877,-7391,3528,8422,-4894,290,8789,-8499,105,180,-75,3923,17391,-13468,8504.0,8547.0,8448.0,8523.0,145106
2015-08-06,4969,8873,-3904,26227,35137,-8910,3447,3827,-380,34643,47837,-13194,4356,10375,-6019,81,9281,-9200,105,180,-75,4542,19836,-15294,8541.0,8579.0,8366.0,8390.0,179725
2015-08-07,4883,9778,-4895,28167,31790,-3623,3624,4021,-397,36674,45589,-8915,5368,10718,-5350,241,8899,-8658,93,180,-87,5702,19797,-14095,8360.0,8423.0,8312.0,8389.0,148962
2015-08-10,6507,9528,-3021,27658,32476,-4818,3684,3998,-314,37849,46002,-8153,6729,10956,-4227,540,8870,-8330,93,180,-87,7362,20006,-12644,8405.0,8461.0,8345.0,8445.0,143249
2015-08-11,5027,11195,-6168,30786,32750,-1964,3678,3638,40,39491,47583,-8092,7650,12903,-5253,551,8973,-8422,93,180,-87,8294,22056,-13762,8505.0,8556.0,8358.0,8360.0,185332
2015-08-12,5401,14142,-8741,28984,28301,683,3661,3659,2,38046,46102,-8056,3662,8769,-5107,741,4805,-4064,95,180,-85,4498,13754,-9256,8365.0,8390.0,8243.0,8299.0,184836
2015-08-13,6982,12862,-5880,25054,28918,-3864,3684,3580,104,35720,45360,-9640,3593,9258,-5665,605,4929,-4324,79,180,-101,4277,14367,-10090,8348.0,8363.0,8275.0,8306.0,151639
2015-08-14,6632,14939,-8307,23646,24619,-973,3762,3570,192,34040,43128,-9088,4544,9073,-4529,1178,4034,-2856,60,180,-120,5782,13287,-7505,8262.0,8334.0,8262.0,8325.0,112509
2015-08-17,6061,14287,-8226,25400,28755,-3355,3738,3578,160,35199,46620,-11421,5345,9472,-4127,928,4343,-3415,60,180,-120,6333,13995,-7662,8321.0,8330.0,8223.0,8238.0,125957
2015-08-18,6079,13845,-7766,30199,31083,-884,3699,3683,16,39977,48611,-8634,5633,9857,-4224,1111,4756,-3645,60,180,-120,6804,14793,-7989,8241.0,8276.0,8161.0,8171.0,130582
2015-08-19,4865,9411,-4546,23052,23668,-616,3590,3970,-380,31507,37049,-5542,1717,5976,-4259,110,5427,-5317,220,0,220,2047,11403,-9356,8178.0,8179.0,7993.0,8002.0,101864
2015-08-20,4768,10160,-5392,27998,24092,3906,3623,3932,-309,36389,38184,-1795,3204,6140,-2936,76,4747,-4671,254,0,254,3534,10887,-7353,7949.0,8040.0,7898.0,7976.0,187942
2015-08-21,4131,13441,-9310,32122,24132,7990,3638,4302,-664,39891,41875,-1984,5415,8426,-3011,96,4871,-4775,207,0,207,5718,13297,-7579,7858.0,7887.0,7740.0,7746.0,174438
2015-08-24,5759,20322,-14563,44238,19625,24613,3941,4884,-943,53938,44831,9107,14782,11284,3498,801,4189,-3388,207,0,207,15790,15473,317,7609.0,7676.0,7010.0,7340.0,364785
2015-08-25,5512,19233,-13721,45998,20153,25845,3975,4409,-434,55485,43795,11690,16720,12938,3782,728,4196,-3468,207,0,207,17655,17134,521,7400.0,7606.0,7318.0,7577.0,233175
2015-08-26,4882,18489,-13607,44876,20502,24374,3803,4290,-487,53561,43281,10280,8268,5483,2785,591,4216,-3625,207,0,207,9066,9699,-633,7525.0,7678.0,7432.0,7607.0,238178
2015-08-27,5896,18199,-12303,44565,21190,23375,3846,4233,-387,54307,43622,10685,10230,6558,3672,857,4933,-4076,202,0,202,11289,11491,-202,7656.0,7729.0,7631.0,7680.0,169791
2015-08-28,5729,19507,-13778,46514,18875,27639,3883,4286,-403,56126,42668,13458,11763,6995,4768,1455,5563,-4108,202,0,202,13420,12558,862,7812.0,7902.0,7791.0,7876.0,167248
2015-08-31,7450,18977,-11527,42645,21042,21603,4208,4450,-242,54303,44469,9834,13479,9843,3636,1504,5347,-3843,194,0,194,15177,15190,-13,7831.0,8034.0,7802.0,7969.0,144165
2015-09-01,7588,19419,-11831,40309,19920,20389,4308,4866,-558,52205,44205,8000,13596,11007,2589,1438,5542,-4104,194,16,178,15228,16565,-1337,7901.0,7964.0,7802.0,7834.0,174196
2015-09-02,7859,19502,-11643,41069,16683,24386,4290,5254,-964,53218,41439,11779,9423,6768,2655,2230,1501,729,198,28,170,11851,8297,3554,7768.0,7997.0,7761.0,7945.0,197665
2015-09-03,8732,18527,-9795,40426,19665,20761,4310,5365,-1055,53468,43557,9911,10167,7068,3099,2466,1659,807,198,0,198,12831,8727,4104,7961.0,8003.0,7874.0,7977.0,151197
2015-09-04,8144,20734,-12590,41430,17719,23711,4217,5686,-1469,53791,44139,9652,10851,8334,2517,2472,1657,815,201,0,201,13524,9991,3533,7931.0,8039.0,7872.0,7890.0,176043
2015-09-07,9039,20753,-11714,41317,17255,24062,4115,5921,-1806,54471,43929,10542,12564,10910,1654,2555,1501,1054,201,0,201,15320,12411,2909,7850.0,8008.0,7843.0,7932.0,169579
2015-09-08,9838,20550,-10712,43043,18532,24511,4057,5815,-1758,56938,44897,12041,14586,12090,2496,2327,1577,750,201,0,201,17114,13667,3447,7930.0,7979.0,7880.0,7976.0,137093
2015-09-09,11663,20110,-8447,43769,18854,24915,4020,5449,-1429,59452,44413,15039,11333,10454,879,2473,1475,998,201,0,201,14007,11929,2078,8114.0,8340.0,8104.0,8332.0,194442
2015-09-10,11837,16613,-4776,39090,24720,14370,4026,5424,-1398,54953,46757,8196,10039,11932,-1893,2268,2458,-190,201,0,201,12508,14390,-1882,8226.0,8292.0,8192.0,8262.0,146244
2015-09-11,11621,15219,-3598,38154,24553,13601,4101,5417,-1316,53876,45189,8687,11305,13102,-1797,2273,2433,-160,201,0,201,13779,15535,-1756,8221.0,8295.0,8202.0,8263.0,120481
2015-09-14,11859,13162,-1303,46754,35029,11725,4015,5417,-1402,62628,53608,9020,12602,12355,247,2256,2591,-335,201,0,201,15059,14946,113,8319.0,8340.0,8210.0,8273.0,149956
2015-09-15,10513,13736,-3223,47450,37065,10385,3943,5691,-1748,61906,56492,5414,12467,14322,-1855,2253,2583,-330,201,0,201,14921,16905,-1984,8300.0,8333.0,8230.0,8237.0,137170
2015-09-16,3871,8017,-4146,33673,16369,17304,3923,5601,-1678,41467,29987,11480,3329,4896,-1567,2270,351,1919,201,0,201,5800,5247,553,8310.0,8358.0,8270.0,8318.0,80906
2015-09-17,3430,9099,-5669,35345,14914,20431,4150,5712,-1562,42925,29725,13200,5179,7362,-2183,2652,358,2294,201,0,201,8032,7720,312,8368.0,8478.0,8364.0,8437.0,141074
2015-09-18,4278,8322,-4044,33222,15766,17456,4181,5978,-1797,41681,30066,11615,6031,8088,-2057,2345,433,1912,197,0,197,8573,8521,52,8418.0,8459.0,8383.0,8437.0,122478
2015-09-21,4116,8509,-4393,33352,17669,15683,4078,6286,-2208,41546,32464,9082,6381,9526,-3145,2179,640,1539,197,0,197,8757,10166,-1409,8328.0,8335.0,8233.0,8270.0,126365
2015-09-22,4510,8286,-3776,34702,15240,19462,4316,6424,-2108,43528,29950,13578,7234,9900,-2666,2528,433,2095,197,0,197,9959,10333,-374,8295.0,8340.0,8276.0,8330.0,99115
2015-09-23,4195,9746,-5551,34673,16821,17852,4204,6928,-2724,43072,33495,9577,2952,7546,-4594,2492,827,1665,197,0,197,5641,8373,-2732,8234.0,8250.0,8135.0,8140.0,138538
2015-09-24,4391,9728,-5337,35217,15658,19559,4051,7286,-3235,43659,32672,10987,3420,8187,-4767,2432,820,1612,197,0,197,6049,9007,-2958,8188.0,8219.0,8047.0,8091.0,163890
2015-09-25,4845,9512,-4667,35361,14078,21283,3950,7822,-3872,44156,31412,12744,4335,8835,-4500,2468,685,1783,186,0,186,6989,9520,-2531,8142.0,8152.0,8033.0,8120.0,161413
2015-09-30,5405,9450,-4045,37989,14741,23248,3951,7946,-3995,47345,32137,15208,2172,9094,-6922,2862,432,2430,186,0,186,5220,9526,-4306,8015.0,8178.0,7983.0,8135.0,165188
2015-10-01,6857,9882,-3025,38032,14266,23766,4011,7655,-3644,48900,31803,17097,6366,11305,-4939,2726,475,2251,184,0,184,9276,11780,-2504,8174.0,8330.0,8116.0,8309.0,178858
2015-10-02,6278,9600,-3322,34985,14379,20606,3889,7733,-3844,45152,31712,13440,5650,12848,-7198,2201,485,1716,184,0,184,8035,13333,-5298,8283.0,8319.0,8254.0,8277.0,104901
2015-10-05,7760,8981,-1221,33570,14514,19056,3844,7733,-3889,45174,31228,13946,6792,13422,-6630,2417,409,2008,184,0,184,9393,13831,-4438,8358.0,8377.0,8275.0,8335.0,131099
2015-10-06,7349,8673,-1324,34277,14240,20037,3850,7827,-3977,45476,30740,14736,7863,14195,-6332,2205,506,1699,184,0,184,10252,14701,-4449,8431.0,8478.0,8365.0,8370.0,147140
2015-10-07,7444,9048,-1604,38286,13326,24960,3996,7890,-3894,49726,30264,19462,7680,11820,-4140,2720,578,2142,184,8,176,10584,12406,-1822,8377.0,8497.0,8357.0,8492.0,140147
2015-10-08,6377,8597,-2220,36487,13220,23267,4104,8174,-4070,46968,29991,16977,7361,13633,-6272,2860,612,2248,184,0,184,10405,14245,-3840,8534.0,8544.0,8422.0,8441.0,142571
2015-10-12,8002,9726,-1724,38869,13500,25369,3995,8418,-4423,50866,31644,19222,10114,15959,-5845,3475,568,2907,184,16,168,13773,16543,-2770,8494.0,8580.0,8464.0,8552.0,125543
2015-10-13,7433,9165,-1732,36963,13352,23611,4082,8551,-4469,48478,31068,17410,11007,16942,-5935,3419,660,2759,184,0,184,14610,17602,-2992,8554.0,8575.0,8511.0,8553.0,99975
2015-10-14,6468,9056,-2588,37207,13944,23263,4044,8689,-4645,47719,31689,16030,7078,13324,-6246,3075,620,2455,184,0,184,10337,13944,-3607,8521.0,8554.0,8492.0,8519.0,108262
2015-10-15,6290,9647,-3357,39914,15773,24141,4070,8633,-4563,50274,34053,16221,7138,14410,-7272,3540,621,2919,184,0,184,10862,15031,-4169,8565.0,8668.0,8565.0,8608.0,138824
2015-10-16,6809,8700,-1891,37762,16817,20945,3984,8634,-4650,48555,34151,14404,7135,14964,-7829,3727,1003,2724,184,0,184,11046,15967,-4921,8588.0,8627.0,8571.0,8607.0,98558
2015-10-19,8253,7948,305,41882,20917,20965,3984,8788,-4804,54119,37653,16466,6939,13770,-6831,4459,1037,3422,184,0,184,11582,14807,-3225,8627.0,8670.0,8588.0,8624.0,117062
2015-10-20,7377,7420,-43,45371,24406,20965,3935,9058,-5123,56683,40884,15799,7734,14380,-6646,4564,1009,3555,184,0,184,12482,15389,-2907,8644.0,8663.0,8629.0,8659.0,83770
2015-10-21,2686,6296,-3610,35677,16564,19113,3927,9364,-5437,42290,32224,10066,2133,5122,-2989,1955,911,1044,184,0,184,4272,6033,-1761,8690.0,8704.0,8593.0,8617.0,71803
2015-10-22,2880,6948,-4068,38781,14243,24538,3965,9528,-5563,45626,30719,14907,2477,5800,-3323,2030,702,1328,184,0,184,4691,6502,-1811,8588.0,8633.0,8566.0,8595.0,97736
2015-10-23,3861,6557,-2696,37382,15064,22318,2578,9524,-6946,43821,31145,12676,3295,7169,-3874,2215,947,1268,184,0,184,5694,8116,-2422,8742.0,8752.0,8669.0,8692.0,108905
2015-10-26,4437,5684,-1247,38829,15462,23367,2622,9411,-6789,45888,30557,15331,3611,8236,-4625,2291,904,1387,184,0,184,6086,9140,-3054,8730.0,8765.0,8716.0,8736.0,79592
2015-10-27,5381,5813,-432,37993,17234,20759,2621,9542,-6921,45995,32589,13406,3837,9713,-5876,1954,948,1006,184,0,184,5975,10661,-4686,8722.0,8728.0,8655.0,8691.0,99136
2015-10-28,5301,6016,-715,35488,17578,17910,2504,9565,-7061,43293,33159,10134,1836,9865,-8029,1788,1005,783,184,0,184,3808,10870,-7062,8685.0,8710.0,8613.0,8638.0,115433
2015-10-29,6117,6485,-368,37547,19038,18509,2531,9758,-7227,46195,35281,10914,2912,10948,-8036,1803,1051,752,183,0,183,4898,11999,-7101,8681.0,8685.0,8545.0,8550.0,142670
2015-10-30,4528,5952,-1424,40020,18615,21405,2470,9875,-7405,47018,34442,12576,3291,11320,-8029,2032,729,1303,183,0,183,5506,12049,-6543,8560.0,8600.0,8484.0,8568.0,155466
2015-11-02,5240,5909,-669,40466,18393,22073,2493,9916,-7423,48199,34218,13981,4304,11485,-7181,2399,715,1684,183,0,183,6886,12200,-5314,8535.0,8598.0,8502.0,8583.0,114793
2015-11-03,5060,6568,-1508,42329,16124,26205,2562,9768,-7206,49951,32460,17491,4809,12322,-7513,2921,700,2221,183,0,183,7913,13022,-5109,8665.0,8740.0,8645.0,8721.0,123033
2015-11-04,6915,6175,740,42015,18429,23586,2538,9767,-7229,51468,34371,17097,3527,10018,-6491,3084,748,2336,183,0,183,6794,10766,-3972,8765.0,8900.0,8751.0,8882.0,160402
2015-11-05,6305,5336,969,39807,18812,20995,2516,9865,-7349,48628,34013,14615,2848,10030,-7182,2372,735,1637,183,0,183,5403,10765,-5362,8879.0,8899.0,8832.0,8870.0,96100
2015-11-06,7835,6110,1725,37987,22567,15420,2334,10249,-7915,48156,38926,9230,4715,16099,-11384,1826,1224,602,183,0,183,6724,17323,-10599,8850.0,8858.0,8650.0,8689.0,185282
2015-11-09,9202,6515,2687,37608,21782,15826,2213,10449,-8236,49023,38746,10277,4098,17797,-13699,1861,1119,742,183,0,183,6142,18916,-12774,8677.0,8748.0,8597.0,8631.0,165493
2015-11-10,11180,7696,3484,35712,21686,14026,2059,10770,-8711,48951,40152,8799,4789,21330,-16541,1949,902,1047,183,36,147,6921,22268,-15347,8581.0,8592.0,8512.0,8532.0,131070
2015-11-11,12775,7986,4789,36252,23624,12628,2003,11078,-9075,51030,42688,8342,1301,20696,-19395,1849,1159,690,203,12,191,3353,21867,-18514,8507.0,8549.0,8372.0,8380.0,179202
