date,txf_dealer_long_oi,txf_dealer_short_oi,txf_dealer_net_oi,txf_foreigner_long_oi,txf_foreigner_short_oi,txf_foreigner_net_oi,txf_trust_long_oi,txf_trust_short_oi,txf_trust_net_oi,txf_long_oi,txf_short_oi,txf_net_oi
2013-07-02,5274,3884,1390,18471,20981,-2510,1696,336,1360,25441,25201,240
2013-07-03,4851,4900,-49,19326,21858,-2532,1682,367,1315,25859,27125,-1266
2013-07-04,4601,4683,-82,18730,21183,-2453,1683,406,1277,25014,26272,-1258
2013-07-05,5653,5543,110,19997,19032,965,1867,468,1399,27517,25043,2474
2013-07-08,6762,5359,1403,17261,22735,-5474,1863,578,1285,25886,28672,-2786
2013-07-09,8316,5764,2552,19872,19208,664,1829,557,1272,30017,25529,4488
2013-07-10,7998,6273,1725,23127,18635,4492,1859,510,1349,32984,25418,7566
2013-07-11,8085,8272,-187,24670,20677,3993,1876,226,1650,34631,29175,5456
2013-07-12,9099,7573,1526,23621,22034,1587,1883,207,1676,34603,29814,4789
2013-07-15,9529,5980,3549,24257,24272,-15,1976,147,1829,35762,30399,5363
2013-07-16,13670,6122,7548,21943,24672,-2729,2205,147,2058,37818,30941,6877
2013-07-17,4968,5032,-64,21319,18938,2381,2150,187,1963,28437,24157,4280
2013-07-18,7269,5693,1576,21583,22265,-682,2142,222,1920,30994,28180,2814
2013-07-19,7475,6193,1282,21089,26003,-4914,2074,288,1786,30638,32484,-1846
2013-07-22,6298,6041,257,25981,26557,-576,2115,228,1887,34394,32826,1568
2013-07-23,5606,6081,-475,26849,25723,1126,2174,162,2012,34629,31966,2663
2013-07-24,5808,5821,-13,26737,25743,994,2292,162,2130,34837,31726,3111
2013-07-25,4042,6234,-2192,27653,24819,2834,2287,167,2120,33982,31220,2762
2013-07-26,3162,6226,-3064,26903,25702,1201,2319,170,2149,32384,32098,286
2013-07-29,3967,7461,-3494,26547,25656,891,2284,250,2034,32798,33367,-569
2013-07-30,3653,9022,-5369,31230,24924,6306,2295,252,2043,37178,34198,2980
2013-07-31,3201,8126,-4925,24625,26651,-2026,2370,241,2129,30196,35018,-4822
2013-08-01,3844,8346,-4502,24177,29674,-5497,2363,317,2046,30384,38337,-7953
2013-08-02,5021,6887,-1866,24054,30191,-6137,2366,302,2064,31441,37380,-5939
2013-08-05,5933,7359,-1426,26218,28730,-2512,2369,316,2053,34520,36405,-1885
2013-08-06,7703,6724,979,21304,33906,-12602,2419,357,2062,31426,40987,-9561
2013-08-07,8717,7084,1633,20002,33803,-13801,2558,459,2099,31277,41346,-10069
2013-08-08,9394,6991,2403,16428,32270,-15842,2581,483,2098,28403,39744,-11341
2013-08-09,10291,6352,3939,16007,32296,-16289,2582,565,2017,28880,39213,-10333
2013-08-12,10286,6343,3943,17061,31249,-14188,2638,587,2051,29985,38179,-8194
2013-08-13,10006,5752,4254,19078,30736,-11658,2715,507,2208,31799,36995,-5196
2013-08-14,13462,5417,8045,15568,32514,-16946,2759,543,2216,31789,38474,-6685
2013-08-15,11842,5205,6637,17468,33894,-16426,2717,527,2190,32027,39626,-7599
2013-08-16,10865,5086,5779,19901,32719,-12818,2773,618,2155,33539,38423,-4884
2013-08-19,14144,5864,8280,18212,34166,-15954,2773,578,2195,35129,40608,-5479
2013-08-20,15269,7543,7726,16724,35093,-18369,2813,507,2306,34806,43143,-8337
2013-08-22,6011,4115,1896,14689,26629,-11940,2757,556,2201,23457,31300,-7843
2013-08-23,5975,4061,1914,16582,25064,-8482,2762,516,2246,25319,29641,-4322
2013-08-26,7183,3915,3268,16629,25544,-8915,2746,432,2314,26558,29891,-3333
2013-08-27,8376,5106,3270,18305,26175,-7870,2850,506,2344,29531,31787,-2256
2013-08-28,6709,4416,2293,21776,25530,-3754,2786,650,2136,31271,30596,675
2013-08-29,5316,4289,1027,25598,24612,986,2891,538,2353,33805,29439,4366
2013-08-30,3310,4885,-1575,23371,23378,-7,2879,479,2400,29560,28742,818
2013-09-02,3303,5794,-2491,25083,22358,2725,2905,459,2446,31291,28611,2680
2013-09-03,4934,4995,-61,21125,21587,-462,2894,426,2468,28953,27008,1945
2013-09-04,6549,5322,1227,21049,21833,-784,2888,398,2490,30486,27553,2933
2013-09-05,5831,4913,918,22846,22137,709,2887,365,2522,31564,27415,4149
2013-09-06,5664,5356,308,24840,21654,3186,2864,312,2552,33368,27322,6046
2013-09-09,5453,5383,70,26142,22595,3547,2868,141,2727,34463,28119,6344
2013-09-10,5264,5766,-502,27169,21307,5862,2859,251,2608,35292,27324,7968
2013-09-11,6427,6259,168,26621,23032,3589,2799,291,2508,35847,29582,6265
2013-09-12,7435,5459,1976,25854,21442,4412,2794,291,2503,36083,27192,8891
2013-09-13,7898,6074,1824,26489,24394,2095,2793,304,2489,37180,30772,6408
2013-09-14,7144,6727,417,28369,24771,3598,2776,314,2462,38289,31812,6477
2013-09-16,6514,9350,-2836,30647,24141,6506,2766,295,2471,39927,33786,6141
2013-09-17,6329,7198,-869,32327,27419,4908,2728,370,2358,41384,34987,6397
2013-09-18,3156,4411,-1255,21645,20119,1526,2601,359,2242,27402,24889,2513
2013-09-23,4575,4644,-69,25128,20350,4778,2600,359,2241,32303,25353,6950
2013-09-24,5708,5040,668,25118,20670,4448,2585,372,2213,33411,26082,7329
2013-09-25,7354,4678,2676,23349,22323,1026,2578,411,2167,33281,27412,5869
2013-09-26,7518,5023,2495,26564,25471,1093,2521,449,2072,36603,30943,5660
2013-09-27,7219,5219,2000,26891,24582,2309,2526,449,2077,36636,30250,6386
2013-09-30,6160,5381,779,28883,24925,3958,2537,342,2195,37580,30648,6932
2013-10-01,5830,5564,266,30097,27549,2548,2536,339,2197,38463,33452,5011
2013-10-02,5495,6282,-787,32185,26099,6086,2544,314,2230,40224,32695,7529
2013-10-03,4572,8197,-3625,35886,25314,10572,2617,332,2285,43075,33843,9232
2013-10-04,4619,8550,-3931,32389,26743,5646,2597,332,2265,39605,35625,3980
2013-10-07,5006,6631,-1625,29526,27415,2111,2588,332,2256,37120,34378,2742
2013-10-08,5317,7096,-1779,28287,23825,4462,2551,332,2219,36155,31253,4902
2013-10-09,4556,7930,-3374,28637,23916,4721,2530,856,1674,35723,32702,3021
2013-10-11,5174,6025,-851,26718,25586,1132,2550,832,1718,34442,32443,1999
2013-10-14,3217,6117,-2900,25880,25810,70,2516,832,1684,31613,32759,-1146
2013-10-15,3787,7098,-3311,29988,30726,-738,2508,840,1668,36283,38664,-2381
2013-10-16,2278,5247,-2969,27082,26291,791,2533,773,1760,31893,32311,-418
2013-10-17,3033,4624,-1591,26180,27640,-1460,2550,773,1777,31763,33037,-1274
2013-10-18,3579,4583,-1004,28658,27227,1431,2546,673,1873,34783,32483,2300
2013-10-21,5279,4074,1205,24414,26717,-2303,2539,673,1866,32232,31464,768
2013-10-22,4124,4292,-168,28261,25842,2419,2535,773,1762,34920,30907,4013
2013-10-23,5332,4337,995,22743,26231,-3488,1292,813,479,29367,31381,-2014
2013-10-24,3982,4355,-373,24548,23441,1107,1286,813,473,29816,28609,1207
2013-10-25,5600,4801,799,22497,26280,-3783,1276,833,443,29373,31914,-2541
2013-10-28,4124,4332,-208,24271,23338,933,1275,817,458,29670,28487,1183
2013-10-29,3689,4505,-816,29259,23527,5732,1315,806,509,34263,28838,5425
2013-10-30,4570,4708,-138,29977,22966,7011,1314,766,548,35861,28440,7421
2013-10-31,5016,5133,-117,34060,22887,11173,1311,766,545,40387,28786,11601
2013-11-01,6028,5175,853,29167,24347,4820,1276,766,510,36471,30288,6183
2013-11-04,6016,4459,1557,23976,24945,-969,1252,805,447,31244,30209,1035
2013-11-05,5524,4699,825,23634,26613,-2979,1237,803,434,30395,32115,-1720
2013-11-06,6091,4653,1438,22587,28205,-5618,1228,803,425,29906,33661,-3755
2013-11-07,5627,4619,1008,22835,29603,-6768,1230,828,402,29692,35050,-5358
2013-11-08,3960,5762,-1802,22722,28794,-6072,1235,827,408,27917,35383,-7466
2013-11-11,4210,6186,-1976,23493,34176,-10683,1239,827,412,28942,41189,-12247
2013-11-12,3689,6312,-2623,25505,37478,-11973,1295,777,518,30489,44567,-14078
2013-11-13,4421,6092,-1671,22035,38317,-16282,1349,810,539,27805,45219,-17414
2013-11-14,4574,6503,-1929,20812,37451,-16639,1340,876,464,26726,44830,-18104
2013-11-15,5958,7033,-1075,23034,38557,-15523,1344,763,581,30336,46353,-16017
2013-11-18,5720,5707,13,22373,33960,-11587,1281,705,576,29374,40372,-10998
2013-11-19,3288,3370,-82,24957,29366,-4409,1290,372,918,29535,33108,-3573
2013-11-20,2871,2256,615,17790,27721,-9931,1294,273,1021,21955,30250,-8295
2013-11-21,4629,3185,1444,14551,31684,-17133,1325,293,1032,20505,35162,-14657
2013-11-22,4457,2999,1458,13880,29398,-15518,1315,300,1015,19652,32697,-13045
2013-11-25,3931,2858,1073,18493,27886,-9393,1279,260,1019,23703,31004,-7301
2013-11-26,3648,2685,963,24406,26476,-2070,1310,253,1057,29364,29414,-50
2013-11-27,4842,2752,2090,25341,23867,1474,1319,253,1066,31502,26872,4630
2013-11-28,5874,2895,2979,28890,27619,1271,1321,253,1068,36085,30767,5318
2013-11-29,6309,3095,3214,32311,27672,4639,1322,253,1069,39942,31020,8922
2013-12-02,7559,2901,4658,31444,29006,2438,1334,253,1081,40337,32160,8177
2013-12-03,7026,2675,4351,32557,30051,2506,1321,553,768,40904,33279,7625
2013-12-04,6205,3581,2624,34238,31335,2903,1283,567,716,41726,35483,6243
2013-12-05,6242,3147,3095,31069,33356,-2287,1224,567,657,38535,37070,1465
2013-12-06,6114,2850,3264,31557,33784,-2227,1211,567,644,38882,37201,1681
2013-12-09,7781,3356,4425,30144,35251,-5107,1246,567,679,39171,39174,-3
2013-12-10,7402,3275,4127,31329,34888,-3559,1243,567,676,39974,38730,1244
2013-12-11,6801,3852,2949,33550,36442,-2892,1222,577,645,41573,40871,702
2013-12-12,5546,4363,1183,33709,35621,-1912,1165,602,563,40420,40586,-166
2013-12-13,4986,3097,1889,36987,42494,-5507,1161,643,518,43134,46234,-3100
2013-12-16,5794,4918,876,45164,52301,-7137,1150,699,451,52108,57918,-5810
2013-12-17,5697,6397,-700,47683,53940,-6257,1137,662,475,54517,60999,-6482
2013-12-18,2936,3019,-83,28409,36496,-8087,1140,756,384,32485,40271,-7786
2013-12-19,3999,3793,206,29417,36491,-7074,1203,660,543,34619,40944,-6325
2013-12-20,3953,3603,350,30709,34171,-3462,1307,665,642,35969,38439,-2470
2013-12-23,4286,3813,473,30896,35441,-4545,1342,665,677,36524,39919,-3395
2013-12-24,4285,2775,1510,30914,33389,-2475,1258,549,709,36457,36713,-256
2013-12-25,4519,2467,2052,30762,32634,-1872,1295,578,717,36576,35679,897
2013-12-26,5140,2349,2791,30436,32837,-2401,1294,641,653,36870,35827,1043
2013-12-27,5505,2722,2783,32698,33579,-881,1391,641,750,39594,36942,2652
2013-12-30,6109,2791,3318,32746,33782,-1036,1430,641,789,40285,37214,3071
2013-12-31,6358,3299,3059,31672,33866,-2194,1360,641,719,39390,37806,1584
2014-01-02,7128,3396,3732,33765,33360,405,1360,641,719,42253,37397,4856
2014-01-03,6357,3831,2526,32775,38223,-5448,1289,635,654,40421,42689,-2268
2014-01-06,4844,4023,821,33413,39213,-5800,1241,644,597,39498,43880,-4382
2014-01-07,3917,4574,-657,36407,41291,-4884,1251,654,597,41575,46519,-4944
2014-01-08,5193,4307,886,34722,41770,-7048,1378,638,740,41293,46715,-5422
